LANGUAGE,ORIGINAL,ENGLISH,CZECH,GERMAN,RUSSIAN,POLISH,HUNGARIAN,ITALIAN,SPANISH,FRENCH,CHINESE,PORTUGUESE,JAPANESE,CHINESESIMP,
STR_EXPANSION_AMMO_M203_SMOKE_RED_STICKY,M203 Sticky Smoke (Red),M203 Sticky Smoke (Red),M203 Sticky Smoke (Red),M203 haftende Rauchgranate (Rot),M203 Липкий дым (красный),M203 Sticky Smoke (Red),M203 Sticky Smoke (Red),M203 Sticky Smoke (Red),M203 Sticky Smoke (Red),Fumigène Collante M203 (Rouge),M203 粘煙（紅）,M203 Sticky Smoke (Red),M203 Sticky Smoke (Red),M203 粘烟（红）,
STR_EXPANSION_AMMO_M203_SMOKE_GREEN_STICKY,M203 Sticky Smoke (Green),M203 Sticky Smoke (Green),M203 Sticky Smoke (Green),M203 haftende Rauchgranate (Grün),M203 Липкий дым (зеленый),M203 Sticky Smoke (Green),M203 Sticky Smoke (Green),M203 Sticky Smoke (Green),M203 Sticky Smoke (Green),Fumigène Collante M203 (Vert),M203 粘煙（綠色）,M203 Sticky Smoke (Green),M203 Sticky Smoke (Green),M203 粘烟（绿色）,
STR_EXPANSION_AMMO_M203_SMOKE_YELLOW_STICKY,M203 Sticky Smoke (Yellow),M203 Sticky Smoke (Yellow),M203 Sticky Smoke (Yellow),M203 haftende Rauchgranate (Gelb),M203 Липкий дым (желтый),M203 Sticky Smoke (Yellow),M203 Sticky Smoke (Yellow),M203 Sticky Smoke (Yellow),M203 Sticky Smoke (Yellow),Fumigène Collante M203 (Jaune),M203 粘煙（黃色）,M203 Sticky Smoke (Yellow),M203 Sticky Smoke (Yellow),M203 粘烟（黄色）,
STR_EXPANSION_AMMO_M203_SMOKE_PURPLE_STICKY,M203 Sticky Smoke (Purple),M203 Sticky Smoke (Purple),M203 Sticky Smoke (Purple),M203 haftende Rauchgranate (Lila),M203 Липкий дым (фиолетовый),M203 Sticky Smoke (Purple),M203 Sticky Smoke (Purple),M203 Sticky Smoke (Purple),M203 Sticky Smoke (Purple),Fumigène Collante M203 (Violet),M203 粘煙（紫色）,M203 Sticky Smoke (Purple),M203 Sticky Smoke (Purple),M203 粘烟（紫色）,
STR_EXPANSION_AMMO_M203_SMOKE_TEARGAS_STICKY,M203 Sticky Teargas Grenade,M203 Sticky Teargas Grenade,M203 Sticky Teargas Grenade,M203 haftende Tränengrasgranate,M203 Липкая слезоточивая граната,M203 Sticky Teargas Grenade,M203 Sticky Teargas Grenade,M203 Sticky Teargas Grenade,M203 Sticky Teargas Grenade,Grenade Collante à gaz lacrymogène M203,M203 粘性催淚彈,M203 Sticky Teargas Grenade,M203 Sticky Teargas Grenade,M203 粘性催泪弹,
STR_EXPANSION_CROSSBOW,Crossbow,Crossbow,Kuše,Armbrust,Арбалет,Crossbow,Crossbow,Balestra,Crossbow,Arbalète,十字弩,Besta,Crossbow,十字弩,
STR_EXPANSION_CROSSBOW_DESC,"A crossbow is a ranged weapon using an elastic launching device similar to a bow; it consists of a bow-like assembly called a prod, mounted horizontally on a main frame called a tiller, which is hand-held in a similar fashion to the stock of a long gun.","A crossbow is a ranged weapon using an elastic launching device similar to a bow; it consists of a bow-like assembly called a prod, mounted horizontally on a main frame called a tiller, which is hand-held in a similar fashion to the stock of a long gun.","Kuše je zbraň na dálku používající elastické odpalovací zařízení podobné luku; to sestává z přídi-jako shromáždění volalo prod, připevněný vodorovně na hlavním rámu volal oje, který je držen v ruce podobně jako akcie dlouhé zbraně.","Eine Armbrust ist eine Fernkampfwaffe, die eine elastische Abschussvorrichtung verwendet, die einem Bogen ähnelt. Es besteht aus einer bogenartigen Baugruppe, die als Prod bezeichnet wird und horizontal auf einem Hauptrahmen montiert ist, der als Pinne bezeichnet wird und ähnlich wie der Schaft einer Langwaffe in der Hand gehalten wird.","Арбалет - оружие дальнего боя, использующее упругое пусковое устройство, похожее на лук; он состоит из дугообразного узла, называемого выступом, установленного горизонтально на основной раме, называемой румпелем, который удерживается рукой аналогично длинному ружью.","Kusza jest bronią dystansową używającą elastycznego urządzenia miotającego podobnego do łuku; składa się z zestawu przypominającego łuk, zwanego prętem, zamontowanego poziomo na głównej ramie zwanej sterownicą, który jest trzymany w ręce w podobny sposób jak kolba długiego pistoletu.","A crossbow is a ranged weapon using an elastic launching device similar to a bow; it consists of a bow-like assembly called a prod, mounted horizontally on a main frame called a tiller, which is hand-held in a similar fashion to the stock of a long gun.","Una balestra è un arma a distanza con lancio tramite elastico, simile ad un arco. Consiste in un corpo chiamato arco, montato orizzontalmente su un corpo (teniere). Ha un impugnatura simile a quella di una qualsiasi arma lunga.","Una ballesta es un arma a distancia que utiliza un dispositivo de lanzamiento elástico similar a un arco; Consiste en un conjunto en forma de arco llamado prod, montado horizontalmente en un marco principal llamado timón, que se sujeta de forma similar a la culata de un arma larga.","Une arbalète est une arme à distance utilisant un dispositif de lancement élastique semblable à un arc; il se compose d'un assemblage en forme d'arc appelé aiguillon, monté horizontalement sur un châssis principal appelé barre franche, qui est tenu à la main de la même manière que le stock d'une arme d'épaule.",十字弩是一種使用類似於弓的彈性發射裝置的遠程武器，它由一個弓狀組件組成，稱為一個尖頭，水平安裝在稱為舵柄的主機架上，該主機架以類似於長槍的方式手持。,"Uma besta é uma arma de longo alcance que usa um dispositivo de lançamento elástico semelhante a um arco; consiste em um conjunto em forma de arco chamado prod, montado horizontalmente em uma estrutura principal chamada leme, que é segurada à mão de maneira semelhante ao estoque de uma arma longa","A crossbow is a ranged weapon using an elastic launching device similar to a bow; it consists of a bow-like assembly called a prod, mounted horizontally on a main frame called a tiller, which is hand-held in a similar fashion to the stock of a long gun.",十字弩是一种使用类似于弓的弹性发射装置的远程武器，它由一个弓状组件组成，称为一个尖头，水平安装在称为舵柄的主机架上，该主机架以类似于长枪的方式手持。,
STR_EXPANSION_AMMO_ARROWBOLT,Crossbow Bolt,Crossbow Bolt,Crossbow Bolt,Armbrustbolzen,Арбалетный болт,Crossbow Bolt,Crossbow Bolt,Dardo da Balestra,Flecha de Ballesta,Flèche en carbone d'arbalète,十字弓弩,Crossbow Bolt,Crossbow Bolt,十字弓弩,
STR_EXPANSION_AMMO_ARROWBOLT_DESC,Short type of arrow designed for crossbow.,Short type of arrow designed for crossbow.,Short type of arrow designed for crossbow.,"Ein kurzer stabiler Bolzen, wird meistens für Armbrüste benutzt.",Короткая стрелка предназначена для арбалета.,Short type of arrow designed for crossbow.,Short type of arrow designed for crossbow.,"Dardo. Una specie di freccia corta, progettata per l'utilizzo con le balestre",Tipo corto de flecha diseñado para ballesta.,Type court de flèche conçu pour l'arbalète.,專為cross設計的短箭頭。,Short type of arrow designed for crossbow.,Short type of arrow designed for crossbow.,专为cross设计的短箭头。,
STR_EXPANSION_PP91_KEDR,PP-91 KEDR,PP-91 KEDR,PP-91 KEDR,PP-91 KEDR,ПП-91 Кедр,PP-91 KEDR,PP-91 KEDR,PP-91 KEDR,PP-91 KEDR,PP-91 KEDR,PP-91衝鋒槍,PP-91 KEDR,PP-91 KEDR,PP-91冲锋枪,
STR_EXPANSION_PP91_KEDR_DESC,"The PP-91 KEDR is a soviet .380 submachine gun designed in the 1970's by Yevgeny Dragunov, who also designed the SVD. Due to its stamped metal construction, it is a very light weapon, and has a fire rate of over 800 rounds per minute.","The PP-91 KEDR is a soviet .380 submachine gun designed in the 1970's by Yevgeny Dragunov, who also designed the SVD. Due to its stamped metal construction, it is a very light weapon, and has a fire rate of over 800 rounds per minute.","PP-91 KEDR je sovětský samopal o velikosti 3880, který v 70. letech navrhl Jevgenij Dragunov a který také navrhl SVD. Díky své lisované kovové konstrukci je to velmi lehká zbraň a má rychlost střelby přes 800 ran za minutu.","Das PP-91 KEDR ist eine sovietische Maschinenpistole aus den 1970ern von Yevgeny Dragunov, welcher auch die SVD designt hat. Durch die Konstruktion mit gestampftem Metall ist es eine sehr leichtgewichtige Waffe mit einer Feuerrate von über 800 Kugeln pro Minute.","Советский пистолет-пулемёт .380 калибра, разработанный в 1970-х годах Евгением Драгуновым (создателем СВД). Благодаря штампованной металлической конструкции, пистолет-пулемёт очень легок. Обладает скорострельностью более 800 выстрелов в минуту.","PP-91 KEDR jest Radzieckim pistoletem maszynowym o kalibrze .380, zaprojektowanym w latach 1970 przez Yevgeniego Dragunova, który także zaprojektował SWD. Przez konstrukcje z tłoczonego metalu, jest to bardzo lekka broń, oraz posiada szybkostrzelność o ponad 800 nabojów na minute.","A PP-91 KEDR egy szovjet .380 géppisztoly, amelyet az 1970-es években tervezett Jevgenyij Dragunov, aki szintén tervezte az SVD-t. Bélyegzett fémszerkezetének köszönhetően ez egy nagyon könnyű fegyver, és tűzsebessége több mint 800 fordulat / perc.","Il PP-91 KEDR è una mitraglietta (SMG, Submachine Gun) .380 Russa progettata nel 1970 da Yevgeny Dragunov, che progettò anche l'SVD. Grazie alla costruzione in metallo stampato è un arma leggerissima, con un rateo di fuoco di c.ca 800 colpi al minuto.","La PP-91 KEDR es un subfusil sovietico de .380 diseñado en 1970 por Yevgeny Dragunov, quien también diseño el SVD. Debido a su estampada construcción metálica, es un arma muy ligera y dispara más de 800 balas por minuto.","Le PP-91 KEDR est une mitraillette soviétique .380 conçue dans les années 1970 par Yevgeny Dragunov, qui a également conçu le SVD. En raison de sa construction en métal estampé, c'est une arme très légère et a une cadence de tir de plus de 800 coups par minute.",PP-91衝鋒槍是蘇聯設計的.308衝鋒槍。由Yevgeny Dragunov在70年代設計，他也設計了SVD。由於它是沖壓金屬結構，每分鐘的射速超過800發。,"A PP-91 KEDR é uma submetralhadora soviética .380 projetada na década de 1970 por Yevgeny Dragunov, que também projetou o SVD. Devido à sua construção em metal estampado, é uma arma muito leve e tem uma taxa de tiro de mais de 800 tiros por minuto",PP-91 KEDR は1970年代にソビエトの Yevgeny Dragunov 氏により設計された、小型且つ軽量の .380口径サブマシンガンで、分間800発連射可能です。SVD スナイパーも設計した有名な方です。,PP-91冲锋枪是苏联设计的.308冲锋枪。由Yevgeny Dragunov在70年代设计，他也设计了SVD。由于它是冲压金属结构，每分钟的射速超过800发。,
STR_EXPANSION_PP91_KEDR_MAG,20Rnd PP-91 KEDR Magazine,20Rnd PP-91 KEDR Magazine,20rd PP-91 KEDR,20 Schuss PP-91 KEDR Magazin,Магазин ПП-91 на 20 пат.,20Nb Magazynek PP-91 KEDR,20Rnd PP-91 KEDR Tár,Caricatore 20 Colpi PP-91 KEDR,Cargador 20Rnd PP-91 KEDR,Chargeur 20 balles pour PP-91 KEDR,20發 PP-91 KEDR 彈夾,20Rnd PP-91 KEDR Carregador,PP-91 KEDR 20連マガジン,20发 PP-91 KEDR 弹夹,
STR_EXPANSION_PP91_KEDR_MAG_DESC,20 Round KEDR magazine.,20 Round KEDR magazine.,20rd KEDR Mag,20 Schuss KEDR Magazin,20-ти патронный магазин для ПП-91 Кедр,20 Nabojowy Magazynek do pistoletu maszynowego KEDR.,20 Round KEDR Tár.,Caricatore per il PP-91 KEDR che può contenere fino a 20 colpi .380,"Cargador de 20 balas para KEDR,",Chargeur de 20 balles rondes pour le KEDR,彈容量為20的PP-91 KEDR彈夾,Um carregador de 20 munições para KEDR.,PP-91 KEDR 専用の20発入るマガジンです,弹容量为20的PP-91 KEDR弹夹,
STR_EXPANSION_MP5A2,MP5A2,MP5A2,MP5A2,MP5A2,MP5A2,MP5A2,MP5A2,MP5A2,MP5A2,MP5A2,MP5A2,MP5A2,MP5A2,MP5A2,
STR_EXPANSION_MP5A2_DESC,"The MP5A2 is a German submachine-gun chambered in 9x19mm, manufactured in the 1960s and officially adopted in 1966, still in use by some military and police forces today, as one of the most widely used submachine-guns in the world.","The MP5A2 is a German submachine-gun chambered in 9x19mm, manufactured in the 1960s and officially adopted in 1966, still in use by some military and police forces today, as one of the most widely used submachine-guns in the world.","MP5A2 je německý samopal o velikosti 9x19 mm, vyráběný v 60. letech a oficiálně přijat v roce 1966, který stále používají některé vojenské a policejní síly jako jeden z nejpoužívanějších samopalů na světě.","Die MP5A2 ist eine deutsche Maschinenpistole, welche 9x19mm Kugeln verwendet. Hergestellt in den 1960er Jahren und genutzt ab 1966, weiterhin in Verwendung von vereinzelten Militär- und Polizeieinsatzkräften, ist sie eine der weit verbreitetsten Maschinenpistolen der Welt.","Немецкий пистолет-пулёмет калибра 9х19мм, выпускался в 1960-х годах и официально принят на вооружение в 1966 году. До сих пор используется некоторыми военными и полицейскими как один из наиболее широко применяемых пистолетов-пулемётов в мире.","MP5A2 jest Niemieckim pistoletem Maszynowym o kalibrze 9x19mm, wyprodukowany w latach 1960, i oficjalnie przyjęty w 1966, nadal w użyciu przez niektóre siły wojskowe oraz policyjne w dniu dzisiejszym jako jeden z najbardziej używanych pistoletów maszynowych na świecie.","Az MP5A2 egy német géppisztoly, 9x19 mm-es méretű, az 1960-as években gyártott és 1966-ban hivatalosan elfogadott, ma még néhány katonai és rendőri erők által használt, mint a világ egyik legszélesebb körben használt géppisztolya.","L'MP5A2 è una mitraglietta (SMG, Submachine Gun) Tedesca caricata 9x19mm. Costruita negli anni 60 ed ufficialmente adotata nel 1966, è ancora oggi una delle SMG più utilizzate da alcune forze Militari o di Polizia","La MP5A2 es un subfusil alemán de 9x19mm, manufacturada en 1960s y oficialmente adoptada en 1966. Al día de hoy se sigue utilizando por algunas fuerzas militares y policiales en el mundo.","Le MP5A2 est un pistolet-mitrailleur allemand à chambre de 9x19 mm, fabriqué dans les années 1960 et officiellement adopté en 1966, toujours utilisé par certaines forces militaires et de police aujourd'hui, comme l'un des pistolets-mitrailleurs les plus utilisés au monde.",MP5A2是德國一種9×19毫米口徑衝鋒槍，於上世紀60年代製造，1966年正式採用。目前仍被一些軍警部隊使用，是世界上使用最廣泛的衝鋒槍之一。,"A MP5A2 é uma submetralhadora alemã com câmara de 9x19mm, fabricada na década de 1960 e adotada oficialmente em 1966, ainda hoje em uso por algumas forças militares e policiais, como uma das submetralhadoras mais usadas no mundo.",MP5A2 は1960年代にドイツで開発された 9x19mm 弾を使用するサブマシンガンで、1966年以降正式利用され始めてから軍事、及び警察機関を主に現代でも世界的に幅広く使用されています。,MP5A2是德国一种9×19毫米口径冲锋枪，于上世纪60年代制造，1966年正式采用。目前仍被一些军警部队使用，是世界上使用最广泛的冲锋枪之一。,
STR_EXPANSION_MP5SD,MP5SD,MP5SD,MP5SD,MP5SD,MP5SD,MP5SD,MP5SD,MP5SD,MP5SD,MP5SD,MP5SD,MP5SD,MP5SD,MP5SD,
STR_EXPANSION_MP5SD_DESC,The MP5SD is an integrally suppressed version of the MP5 that has been adapted for special needs of special forces all over the world.,The MP5SD is an integrally suppressed version of the MP5 that has been adapted for special needs of special forces all over the world.,The MP5SD is an integrally suppressed version of the MP5 that has been adapted for special needs of special forces all over the world.,Die MP5SD ist eine erweiterte MP5 mit intigriertem Schalldämpfer. Sie verschießt 9x19mm Munition.,"MP5SD - это версия MP5 с подавлением, адаптированная для особых нужд спецподразделений по всему миру.",The MP5SD is an integrally suppressed version of the MP5 that has been adapted for special needs of special forces all over the world.,The MP5SD is an integrally suppressed version of the MP5 that has been adapted for special needs of special forces all over the world.,The MP5SD is an integrally suppressed version of the MP5 that has been adapted for special needs of special forces all over the world.,The MP5SD is an integrally suppressed version of the MP5 that has been adapted for special needs of special forces all over the world.,The MP5SD is an integrally suppressed version of the MP5 that has been adapted for special needs of special forces all over the world.,MP5SD 是 MP5 的整體壓製版本，已適應世界各地特種部隊的特殊需求。,The MP5SD is an integrally suppressed version of the MP5 that has been adapted for special needs of special forces all over the world.,The MP5SD is an integrally suppressed version of the MP5 that has been adapted for special needs of special forces all over the world.,MP5SD 是 MP5 的整体压制版本，已适应世界各地特种部队的特殊需求。,
STR_EXPANSION_MP5_SCOPE_RAIL,MP5 Scope Mount,MP5 Scope Mount,MP5 Scope Mount,MP5 Scope Mount,Крепление для оптического прицела MP5,MP5 Scope Mount,MP5 Scope Mount,MP5 Scope Mount,MP5 Scope Mount,MP5 Scope Mount,MP5 瞄準鏡支架,MP5 Scope Mount,MP5 Scope Mount,MP5 瞄准镜支架,
STR_EXPANSION_MP5_SCOPE_RAIL_DESC,Raised picatinny rail mount for MP5 submachine guns for affixing a longer scope than the built in-rail allows.,Raised picatinny rail mount for MP5 submachine guns for affixing a longer scope than the built in-rail allows.,Raised picatinny rail mount for MP5 submachine guns for affixing a longer scope than the built in-rail allows.,Raised picatinny rail mount for MP5 submachine guns for affixing a longer scope than the built in-rail allows.,"Приподнятое крепление на планку пикатинни для пистолетов-пулеметов MP5 для установки более длинного прицела, чем позволяет встроенная планка.",Raised picatinny rail mount for MP5 submachine guns for affixing a longer scope than the built in-rail allows.,Raised picatinny rail mount for MP5 submachine guns for affixing a longer scope than the built in-rail allows.,Raised picatinny rail mount for MP5 submachine guns for affixing a longer scope than the built in-rail allows.,Raised picatinny rail mount for MP5 submachine guns for affixing a longer scope than the built in-rail allows.,Raised picatinny rail mount for MP5 submachine guns for affixing a longer scope than the built in-rail allows.,用於 MP5 衝鋒槍的凸起皮卡汀尼導軌支架，用於固定比內置導軌允許的更長的瞄準鏡。,Raised picatinny rail mount for MP5 submachine guns for affixing a longer scope than the built in-rail allows.,Raised picatinny rail mount for MP5 submachine guns for affixing a longer scope than the built in-rail allows.,用于 MP5 冲锋枪的凸起皮卡汀尼导轨支架，用于固定比内置导轨允许的更长的瞄准镜。,
STR_EXPANSION_MP7,MP7,MP7,MP7,MP7,MP7,MP7,MP7,MP7,MP7,MP7,MP7,MP7,MP7,MP7,
STR_EXPANSION_MP7_DESC,"The H&K MP7 is a German personal defence weapon designed by Heckler&Koch, chambered for the HK 4.6×30mm cartridge. It was designed with the new cartridge to create a personal defense weapon (PDW) class firearm, with a greater ability to penetrate body armor than current weapons limited to conventional pistol cartridges.","The H&K MP7 is a German personal defence weapon designed by Heckler&Koch, chambered for the HK 4.6×30mm cartridge. It was designed with the new cartridge to create a personal defense weapon (PDW) class firearm, with a greater ability to penetrate body armor than current weapons limited to conventional pistol cartridges.","The H&K MP7 is a German personal defence weapon designed by Heckler&Koch, chambered for the HK 4.6×30mm cartridge. It was designed with the new cartridge to create a personal defense weapon (PDW) class firearm, with a greater ability to penetrate body armor than current weapons limited to conventional pistol cartridges.","Die H&K MP7 ist eine deutsche Verteidigungswaffe von Heckler & Koch, die für die HK 4,6 × 30 mm Patrone ausgelegt ist. Es wurde mit der neuen Patrone entwickelt, um eine Feuerwaffe der Klasse der persönlichen Verteidigungswaffen (PDW) zu schaffen, die eine größere Fähigkeit zum Eindringen in Körperschutz besitzt als derzeitige Waffen, die auf herkömmliche Pistolenpatronen beschränkt sind.","H&K MP7 - это немецкое оружие для индивидуальной защиты, разработанное Heckler & Koch, под патрон HK 4,6 × 30 мм. Он был разработан с новым патроном для создания огнестрельного оружия класса персонального оружия защиты (PDW) с большей способностью пробивать бронежилет, чем нынешнее оружие, ограниченное обычными пистолетными патронами","The H&K MP7 is a German personal defence weapon designed by Heckler&Koch, chambered for the HK 4.6×30mm cartridge. It was designed with the new cartridge to create a personal defense weapon (PDW) class firearm, with a greater ability to penetrate body armor than current weapons limited to conventional pistol cartridges.","The H&K MP7 is a German personal defence weapon designed by Heckler&Koch, chambered for the HK 4.6×30mm cartridge. It was designed with the new cartridge to create a personal defense weapon (PDW) class firearm, with a greater ability to penetrate body armor than current weapons limited to conventional pistol cartridges.","L'H&K MP7 è una PDW (Personal Defense Weapon) Tedesca progettata da Heckler&Koch ed utilizza proiettili HK 4.6x30mm. Fu progettata con una nuova cartuccia per creare un arma di tipo PDW che avesse la possibilità di perforare giubbotti antiproiettile e protezioni personali, rispetto ai calibri standard per pistola","El H&K MP7 es un arma de defensa personal alemana diseñada por Heckler & Koch, con cámara para el cartucho HK 4.6 × 30 mm. Fue diseñado con el nuevo cartucho para crear un arma de fuego de clase de arma de defensa personal (PDW), con una mayor capacidad de penetrar la armadura corporal que las armas actuales limitadas a los cartuchos de pistola convencionales.","Le H&K MP7 est une arme de défense personnelle allemande conçue par Heckler & Koch, chambrée pour la cartouche HK 4,6 × 30 mm. Il a été conçu avec la nouvelle cartouche pour créer une arme à feu de type arme de défense personnelle (PDW), avec une plus grande capacité à pénétrer le gilet pare-balles que les armes actuelles limitées aux cartouches de pistolet conventionnelles.",H&K MP7 是由 Heckler&Koch 設計的德國個人防禦武器，裝有 HK 4.6×30mm 彈藥筒。 它採用新彈藥筒設計，旨在製造一種個人防禦武器 (PDW) 類槍支，與目前僅限於傳統手槍彈藥筒的武器相比，它具有更強的穿透防彈衣的能力。,"The H&K MP7 is a German personal defence weapon designed by Heckler&Koch, chambered for the HK 4.6×30mm cartridge. It was designed with the new cartridge to create a personal defense weapon (PDW) class firearm, with a greater ability to penetrate body armor than current weapons limited to conventional pistol cartridges.","The H&K MP7 is a German personal defence weapon designed by Heckler&Koch, chambered for the HK 4.6×30mm cartridge. It was designed with the new cartridge to create a personal defense weapon (PDW) class firearm, with a greater ability to penetrate body armor than current weapons limited to conventional pistol cartridges.",H&K MP7 是由 Heckler&Koch 设计的德国个人防御武器，装有 HK 4.6×30mm 弹药筒。它采用新弹药筒设计，旨在制造一种个人防御武器 (PDW) 类枪支，与目前仅限于传统手枪弹药筒的武器相比，它具有更强的穿透防弹衣的能力。,
STR_EXPANSION_MP7_MAG,40Rnd MP7 Magazine,40Rnd MP7 Magazine,40Rnd MP7 Magazine,40 Schuss MP7 Magazin,Магазин 40Rnd MP7,40Rnd MP7 Magazine,40Rnd MP7 Magazine,Caricatore MP7 40 Colpi,Cargador de 40 balas de MP7,Chargeur 40 balles pour MP7,40Rnd MP7 Magazine,40Rnd MP7 Magazine,40Rnd MP7 Magazine,40Rnd MP7 Magazine,
STR_EXPANSION_MP7_MAG_DESC,High capacity 40 round magazine for the HK MP7.,High capacity 40 round magazine for the HK MP7.,High capacity 40 round magazine for the HK MP7.,Hochleistungs-40-Runden-Magazin für die HK MP7.,Магазин повышенной емкости на 40 патронов для HK MP7.,High capacity 40 round magazine for the HK MP7.,High capacity 40 round magazine for the HK MP7.,Caricatore ad alta capacità per l'MP7- Può contenere fino a 40 proiettili.,Cargador de alta capacidad de 40 balas para la HK MP7,Chargeur haute capacité de 40 cartouches pour le HK MP7.,適用於HK MP7的大容量40發彈匣。,High capacity 40 round magazine for the HK MP7.,High capacity 40 round magazine for the HK MP7.,适用于HK MP7的大容量40发弹匣。,
STR_EXPANSION_AMMOBOX_46x30,Boxed 4.6x30mm Armor-Piercing Rounds,Boxed 4.6x30mm Armor-Piercing Rounds,Boxed 4.6x30mm Armor-Piercing Rounds,"Verpackte 4,6x30mm panzerbrechende Munition.","Бронебойные патроны 4,6x30 мм в штучной упаковке",Boxed 4.6x30mm Armor-Piercing Rounds,Boxed 4.6x30mm Armor-Piercing Rounds,Scatola di Proiettili 4.6x30mm Perforanti,Caja de 4.6x30 mm en caja para perforar armaduras,"Balles perforantes de 4,6x30 mm en boîte",盒裝4.6x30mm穿甲彈。,Boxed 4.6x30mm Armor-Piercing Rounds,Boxed 4.6x30mm Armor-Piercing Rounds,盒装4.6x30mm穿甲弹。,
STR_EXPANSION_AMMOBOX_46x30_DESC,Box of 4.6x30 armor-piercing rounds.,Box of 4.6x30 armor-piercing rounds.,Box of 4.6x30 armor-piercing rounds.,"Kiste mit 4,6x30mm panzerbrechende Munition.","Коробка под бронебойные патроны 4,6х30.",Box of 4.6x30 armor-piercing rounds.,Box of 4.6x30 armor-piercing rounds.,Una scatola di proiettili 4.6x30mm Perforanti.,Caja de 4.6x30 mm en caja para perforar armaduras,"Boîte de 4,6 x 30 balles perforantes.",一箱4.6x30的穿甲彈。,Box of 4.6x30 armor-piercing rounds.,Box of 4.6x30 armor-piercing rounds.,一箱4.6x30的穿甲弹。,
STR_EXPANSION_AMMO_46x30,4.6x30mm Armor-Piercing Rounds,4.6x30mm Armor-Piercing Rounds,4.6x30mm Armor-Piercing Rounds,"4,6x30mm panzerbrechende Munition.","4,6x30 мм бронебойные",4.6x30mm Armor-Piercing Rounds,4.6x30mm Armor-Piercing Rounds,Colpi 4.6x30mm Perforanti,4.6x30mm balas blindadas,"Balles perforantes de 4,6 x 30 mm",4.6x30毫米穿甲彈。,4.6x30mm Armor-Piercing Rounds,4.6x30mm Armor-Piercing Rounds,4.6x30毫米穿甲弹。,
STR_EXPANSION_AMMO_46x30_DESC,4.6x3mm armor-piercing intermediate cartridge. Used in select rifles.,4.6x3mm armor-piercing intermediate cartridge. Used in select rifles.,4.6x3mm armor-piercing intermediate cartridge. Used in select rifles.,4.6x3mm armor-piercing intermediate cartridge. Used in select rifles.,"Патрон промежуточный бронебойный 4,6х3 мм. Используется в некоторых винтовках.",4.6x3mm armor-piercing intermediate cartridge. Used in select rifles.,4.6x3mm armor-piercing intermediate cartridge. Used in select rifles.,Cartucce 4.6x30mm perforanti.,Cartucho intermedio de 4.6x3 mm con perforaciones blindadas. Utilizado en rifles selectos.,"Cartouche intermédiaire perforante 4,6x 3 mm. Utilisé dans certains fusils.",4.6x3mm穿甲中間彈藥筒，用於某些步槍。,4.6x3mm armor-piercing intermediate cartridge. Used in select rifles.,4.6x3mm armor-piercing intermediate cartridge. Used in select rifles.,4.6x3mm穿甲中间弹药筒，用于某些步枪。,
STR_EXPANSION_W1873,Winchester 1873,Winchester 1873,Winchester 1873,Winchester 1873,Winchester 1873,Winchester 1873,Winchester 1873,Winchester 1873,Winchester 1873,Winchester 1873,Winchester 1873,Winchester 1873,Winchester 1873,Winchester 1873,
STR_EXPANSION_W1873_DESC,The Model 1873 was one of the most successful Winchester rifles of its day with Winchester marketing it as 'The Gun that Won the West'. It can hold 7 rounds of .357 ammunition,The Model 1873 was one of the most successful Winchester rifles of its day with Winchester marketing it as 'The Gun that Won the West'. It can hold 7 rounds of .357 ammunition,The Model 1873 was one of the most successful Winchester rifles of its day with Winchester marketing it as 'The Gun that Won the West'. It can hold 7 rounds of .357 ammunition,The Model 1873 was one of the most successful Winchester rifles of its day with Winchester marketing it as 'The Gun that Won the West'. It can hold 7 rounds of .357 ammunition,"Модель 1873 была одной из самых успешных винтовок Винчестера своего времени, и Винчестер продвигал ее как «Пушка, победившая Запад». Он может содержать 7 патронов .357 калибра",The Model 1873 was one of the most successful Winchester rifles of its day with Winchester marketing it as 'The Gun that Won the West'. It can hold 7 rounds of .357 ammunition,The Model 1873 was one of the most successful Winchester rifles of its day with Winchester marketing it as 'The Gun that Won the West'. It can hold 7 rounds of .357 ammunition,"Il Modello 1873 fu uno fei Winchester più di successo dei tempi, con la Winchester che la vendeva per ""l'arma che vinse il West"". Può contenere 7 colpi .357","El modelo 1873 fue uno de los rifles Winchester más exitosos de su época, y Winchester lo comercializó como ""El arma que ganó el oeste"". Puede contener 7 rondas de munición .357","Le modèle 1873 était l'un des fusils Winchester les plus performants de son époque, Winchester le commercialisant sous le nom de `` The Gun that Won the West ''. Il peut contenir 7 cartouches de .357",1873型是當時溫徹斯特最成功的步槍之一，溫徹斯特將其命名為“贏得西方的槍支”， 它可以容納7發.357彈藥。,The Model 1873 was one of the most successful Winchester rifles of its day with Winchester marketing it as 'The Gun that Won the West'. It can hold 7 rounds of .357 ammunition,The Model 1873 was one of the most successful Winchester rifles of its day with Winchester marketing it as 'The Gun that Won the West'. It can hold 7 rounds of .357 ammunition,1873型是当时温彻斯特最成功的步枪之一，温彻斯特将其命名为“赢得西方的枪支”， 它可以容纳7发.357弹药。,
STR_EXPANSION_MPX,MPX,MPX,MPX,MPX,MPX,MPX,MPX,MPX,MPX,MPX,MPX,MPX,MPX,MPX,
