"LANGUAGE","ORIGINAL","ENGLISH","CZECH","GERMAN","RUSSIAN","POLISH","HUNGARIAN","ITALIAN","SPANISH","FRENCH","CHINESE","PORTUGUESE","JAPANESE","CHINESESIMP",
"STR_EXPANSION_SPRAYCAN_BLACKRUST_NAME","Spray can - Black Rust","Spray can - Black Rust","Sprej - Černá Ruda","Sprühflasche - Rostig schwarz","Баллончик с краской - Чёрная Ржавчина","Spray can - Black Rust","Spray can - Black Rust","Bomboletta Spray - Ruggine Nera","Lata de pintura - Black Rust","Bombe de peinture - Noir Rouille","噴漆罐 - 黑鏽","Spray can - Black Rust","Spray can - Black Rust","喷雾罐 - 黑锈",
"STR_EXPANSION_SPRAYCAN_BLUERUST_NAME","Spray can - Blue Rust","Spray can - Blue Rust","Sprej - Modrá Ruda","Sprühflasche - Rostig blau","Баллончик с краской - Синяя Ржавчина","Spray can - Blue Rust","Spray can - Blue Rust","Bomboletta Spray - Ruggine Blu","Lata de pintura - Blue Rust","Bombe de peinture - Bleu Rouille","噴漆罐 - 藍鏽","Spray can - Blue Rust","Spray can - Blue Rust","喷雾罐 - 蓝锈",
"STR_EXPANSION_SPRAYCAN_BanditKitty_NAME","Spray can - Gunther - Bandit Kitty","Spray can - Gunther - Bandit Kitty","Sprej - Gunther - Bandit Kitty","Sprühflasche - Gunther - Bandit Kitty","Баллончик с краской - Гюнтер - Bandit Kitty","Spray can - Gunther - Bandit Kitty","Spray can - Gunther - Bandit Kitty","Bomboletta Spray - Gunther - Gattino Bandito","Lata de pintura - Gunther - Bandit Kitty","Bombe de peinture - Gunther - Bandit Kitty","噴漆罐 - 貓王 - 國王貓","Spray can - Gunther - Bandit Kitty","Spray can - Gunther - Bandit Kitty","喷雾罐 - Gunther - Bandit Kitty",
"STR_EXPANSION_SPRAYCAN_GREENRUST_NAME","Spray can - Green Rust","Spray can - Green Rust","Sprej - Zelená Ruda","Sprühflasche - Rostig grün","Баллончик с краской - Зеленая Ржавчина","Spray can - Green Rust","Spray can - Green Rust","Bomboletta Spray - Ruggine Verde","Lata de pintura - Green Rust","Bombe de peinture - Vert Rouille","噴漆罐 - 綠鏽","Spray can - Green Rust","Spray can - Green Rust","喷雾罐 - 绿锈",
"STR_EXPANSION_SPRAYCAN_GREYRUST_NAME","Spray can - Gray Rust","Spray can - Gray Rust","Sprej - Šedá Ruda","Sprühflasche - Rostig grau","Баллончик с краской - Серая Ржавчина","Spray can - Gray Rust","Spray can - Gray Rust","Bomboletta Spray - Ruggine Grigia","Lata de pintura - Gray Rust","Bombe de peinture - Gris Rouille","噴漆罐 - 灰鏽","Spray can - Gray Rust","Spray can - Gray Rust","喷雾罐 - 灰锈",
"STR_EXPANSION_SPRAYCAN_LIME_NAME","Spray can - Lime","Spray can - Lime","Sprej - Limetková","Sprühflasche - Lime","Баллончик с краской - Лайм","Spray - Limonka","Spray can - Lime","Bomboletta Spray - Lime","Lata de pintura - Lima","Bombe de peinture - Citron Vert","噴漆罐 - 酸橙色","Tintura - Verde Lima","スプレー缶・Lime","喷雾罐 - 石灰",
"STR_EXPANSION_SPRAYCAN_POLICE_NAME","Spray can - Police","Spray can - Police","Sprej - Police","Sprühflasche - Polizei","Баллончик с краской - Полиция","Spray can - Police","Spray can - Police","Bomboletta Spray - Polizia","Lata de pintura - Police","Bombe de peinture - Police","噴漆罐 - 警察","Spray can - Police","Spray can - Police","喷雾罐 - 警察",
"STR_EXPANSION_SPRAYCAN_REDRUST_NAME","Spray can - Red Rust","Spray can - Red Rust","Sprej - Červená Ruda","Sprühflasche - Rostig rot","Баллончик с краской - Красная Ржавчина","Spray can - Red Rust","Spray can - Red Rust","Bomboletta Spray - Ruggine Rossa","Lata de pintura - Red Rust","Bombe de peinture - Rouge Rouille","噴漆罐 - 紅鏽","Spray can - Red Rust","Spray can - Red Rust","喷雾罐 - 红锈",
"STR_EXPANSION_SPRAYCAN_WHITERUST_NAME","Spray can - White Rust","Spray can - White Rust","Sprej - Bílá Ruda","Sprühflasche - Rostig weiß","Баллончик с краской - Белая Ржавчина","Spray can - White Rust","Spray can - White Rust","Bomboletta Spray - Ruggine Bianca","Lata de pintura - White Rust","Bombe de peinture - Blanc Rouille","噴漆罐 - 白鏽","Spray can - White Rust","Spray can - White Rust","喷雾罐 - 白锈",
"STR_EXPANSION_SPRAYCAN_WINERUST_NAME","Spray can - Wine Rust","Spray can - Wine Rust","Sprej - Vínová Ruda","Sprühflasche - Rostig weiß","Баллончик с краской - Винная ржавчина","Spray can - Wine Rust","Spray can - Wine Rust","Bomboletta Spray - Ruggine Vino","Lata de pintura - Wine Rust","Bombe de peinture - Vin Rouille","噴漆罐 - 酒紅鏽","Spray can - Wine Rust","Spray can - Wine Rust","喷雾罐 - 酒锈",
"STR_EXPANSION_SPRAYCAN_WINE_NAME","Spray can - Wine","Spray can - Wine","Sprej - Vínová","Sprühflasche - Wine","Баллончик с краской - Вино","Spray - Wino","Spray can - Wine","Bomboletta Spray - Vino","Lata de pintura - Vino","Bombe de peinture - Lie de vin","噴漆罐 - 酒紅","Tintura - Vinho","スプレー缶・Wine","喷雾罐 - 酒",
"STR_EXPANSION_SPRAYCAN_YELLOWBRIGHT_NAME","Spray can - Yellow Bright","Spray can - Yellow Bright","Sprej - Jasné Žlutá","Sprühflasche - Hellgelb","Баллончик с краской - Ярко Жёлтый","Spray can - Yellow Bright","Spray can - Yellow Bright","Bomboletta Spray - Giallo Chiaro","Lata de pintura - Yellow Bright","Bombe de peinture - Jaune Claire","噴漆罐 - 亮黃","Spray can - Yellow Bright","Spray can - Yellow Bright","喷雾罐 - 黄色亮",
"STR_EXPANSION_SPRAYCAN_YELLOWRUST_NAME","Spray can - Yellow Rust","Spray can - Yellow Rust","Sprej - Žlutá Ruda","Sprühflasche - Rostig gelb","Баллончик с краской - Жёлтая ржавчина","Spray can - Yellow Rust","Spray can - Yellow Rust","Bomboletta Spray - Ruggine Gialla","Lata de pintura - Yellow Rust","Bombe de peinture - Jaune Rouille","噴漆罐 - 黃鏽","Spray can - Yellow Rust","Spray can - Yellow Rust","喷雾罐 - 黄锈",
"STR_EXPANSION_UA_CHANGE_VEHICLE_LOCK","Change lock","Change lock","Změna zámku vozidla","Schloss austauschen","Сменить замок","Change lock","Change lock","Cambia Serratura","Cambiar cerradura","Changer la serrure","更改鎖定","Change lock","Change lock","换锁",
"STR_EXPANSION_UA_PICK_VEHICLE_LOCK","Pick lock","Pick lock","Otevřít zámek","Schloss knacken","Отмычка","Pick lock","Pick lock","Scassina","Abrir cerradura","Crocheter","撬開車輛鎖","Pick lock","Pick lock","撬锁",
"STR_EXPANSION_UA_START_BOAT","Turn on Boat Motor","Turn on Boat Motor","Spustit motor člunu","Auto-Motor starten","Завести мотор","Włącz Silnik Łódki","Turn on Boat Motor","Accendi Motore Barca","Encender motor de barco","Allumez le moteur du bateau","啟動船上引擎","Ligar Motor do Barco","Turn on Boat Motor","开启船用引擎",
"STR_EXPANSION_UA_START_CAR","Turn on Car Engine","Turn on Car Engine","Spustit motor auta","Motor starten","Завести двигатель","Włącz Silnik Samochodu","Turn on Car Engine","Accendi motore dell'auto","Encender motor de coche","Allumer le moteur de la voiture","啟動汽車引擎","Ligar motor do Carro","Turn on Car Engine","打开车辆引擎",
"STR_EXPANSION_UA_START_HELICOPTER","Turn on Helicopter Engine","Turn on Helicopter Engine","Spustit motor helikoptéry","Motor starten","Завести двигатель вертолёта","Włącz Silnik Śmigłowca","Turn on Helicopter Engine","Ac endi motore dell'Elicottero","Encender motor de helicoptero","Allumer le moteur de l'hélicoptère","啟動直升機引擎","Ligar motor do Helicóptero","Turn on Helicopter Engine","打开直升机引擎",
"STR_EXPANSION_UA_START_PLANE","Turn on Plane Engine","Turn on Plane Engine","Spustit motor letadla","Motor starten","Завести двигатель самолёта","Włącz Silnik Samolotu","Turn on Plane Engine","Accendi motore dell'aereo","Encender motor de avion","Allumer le moteur de l'avion","啟動飛機引擎","Ligar motor do Avião","Turn on Plane Engine","打开飞机引擎",
"STR_EXPANSION_UA_STOP_BOAT","Turn off Boat Motor","Turn off Boat Motor","Vypnout motor člunu","Boot-Motor starten","Заглушить мотор","Wyłącz Silnik Łódki","Turn off Boat Motor","Spegni Motore Barca","Apagar motor de barco","Éteindre le moteur du bateau","關閉船上引擎","Desligar Motor do Barco","Turn off Boat Motor","关闭船用引擎",
"STR_EXPANSION_UA_STOP_CAR","Turn off Car Engine","Turn off Car Engine","Vypnout motor auta","Motor abschalten","Заглушить двигатель","Wyłącz Silnik Samochodu","Turn off Car Engine","Spegni motore dell'auto","Apagar motor de coche","Éteindre le moteur de la voiture","關閉汽車引擎","Desligar motor do Carro","Turn off Car Engine","关闭车辆引擎",
"STR_EXPANSION_UA_STOP_HELICOPTER","Turn off Helicopter Engine","Turn off Helicopter Engine","Vypnout motor helikoptéry","Motor abschalten","Заглушить двигатель вертолёта","Wyłącz Silnik Śmigłowca","Turn off Helicopter Engine","Spegni motore dell'Elicottero","Apagar motor de helicoptero","Éteindre le moteur de l'hélicoptère","關閉直升機引擎","Desligar motor do Helicóptero","Turn off Helicopter Engine","关闭直升机引擎",
"STR_EXPANSION_UA_STOP_PLANE","Turn off Plane Engine","Turn off Plane Engine","Vypnout motor letadla","Motor abschalten","Заглушить двигатель самолёта","Wyłącz Silnik Samolotu","Turn off Plane Engine","Spegni motore dell'aereo","Apagar motor de avion","Éteindre le moteur de l'avion","關閉飛機引擎","Desligar motor do Avião","Turn off Plane Engine","关闭飞机引擎",
"STR_EXPANSION_UNPAIR_KEY","UnPair Key","UnPair Key","Oddělit klíč","Schlüssel entkoppeln","Отвязать ключ","Usuń Parowanie Klucza","UnPair Key","Disassocia chiave","Desemparejar llave","Désapparier la clé","解除配對鑰匙","Separar Chave","UnPair Key","非对称钥匙",
"STR_EXPANSION_VEHICLE_BOAT_TOGGLE_MOTOR_OFF","Switch to Car Engine","Switch to Car Engine","Přepnout na motor auta","Wechsle zu Auto-Motor","Выключить водомёт","Zmień na Silnik Auta","Switch to Car Engine","Cambia a Motore Auto","Cambiar a motor de coche","Passer au moteur de voiture","切換至汽車引擎","Alterar para Carro Motor","Switch to Car Engine","切换至汽车引擎",
"STR_EXPANSION_VEHICLE_BOAT_TOGGLE_MOTOR_ON","Switch to Boat Motor","Switch to Boat Motor","Přepnout na motor člunu","Wechsle zu Boot-Motor","Включить водомёт","Zmień na Silnik Łódki","Switch to Boat Motor","Cambia a Motore Barca","Cambiar a motor de coche","Passer au moteur de bateau","切換至船上引擎","Alterar para Barco Motor","Switch to Boat Motor","切换船只引擎",
"STR_EXPANSION_VEHICLE_ENGINE","Engine","Engine","Motor","Motor","Двигатель","Engine","Engine","Motore","Engine","Moteur","引擎","Engine","Engine","引擎",
"STR_EXPANSION_VEHICLE_ENGINE_NEXT","Next","Next","Další","Nächster","Следующий","Next","Next","Prossimo","Next","Suivant","下一個","Next","Next","下一个",
"STR_EXPANSION_VEHICLE_ENGINE_START","Start","Start","Start","Starte","Завести","Start","Start","Avvio","Start","Démarrer","啟動","Start","Start","开始",
"STR_EXPANSION_VEHICLE_ENGINE_STOP","Stop","Stop","Stop","Stoppe","Остановить","Stop","Stop","Stop","Stop","Arrêter","停止","Stop","Stop","停止",
"STR_EXPANSION_VEHICLE_GYROCOPTER","Gyrocopter","Gyrocopter","Gyrokoptéra","Gyrocopter","Гирокоптер","Gyrocopter","Gyrocopter","Girocottero","Gyrocopter","Gyrocopter","陀螺旋翼機","Gyrocopter","Gyrocopter","旋翼机",
"STR_EXPANSION_VEHICLE_HORN","Vehicle Horn","Vehicle Horn","Klakson vozidla","Vehicle Horn","Автомобильный гудок","Vehicle Horn","Vehicle Horn","Clacson Moto","Vehicle Horn","Klaxon de véhicule","車輛喇叭","Vehicle Horn","Vehicle Horn","车辆喇叭",
"STR_EXPANSION_VEHICLE_LANDROVER","Land Rover Defender","Land Rover Defender","Land Rover Defender","Land Rover Defender","Land Rover Defender","Land Rover Defender","Land Rover Defender","Land Rover Defender","Land Rover Defender","Land Rover Defender","Land Rover Defender","Land Rover Defender","Land Rover Defender","路虎卫士",
"STR_EXPANSION_VEHICLE_LANDROVER_DESC","The Land Rover Defender, initially introduced as the Land Rover 110, is a series of 4x4 off-road pick-up trucks. The vehicle, a British equivalent of the Second World War derived (Willys) Jeep, gained a worldwide reputation for ruggedness and versatility","The Land Rover Defender, initially introduced as the Land Rover 110, is a series of 4x4 off-road pick-up trucks. The vehicle, a British equivalent of the Second World War derived (Willys) Jeep, gained a worldwide reputation for ruggedness and versatility","Land Rover Defender, původně představený jako Land Rover 110, je řada off-road pick-up trucků s pohonem všech čtyř kol. Toto vozidlo, britský ekvivalent odvozený z druhé světové války (Willys) Jeepu, získalo celosvětovou pověst pro svou robustnost a všestrannost.","The Land Rover Defender, initially introduced as the Land Rover 110, is a series of 4x4 off-road pick-up trucks. The vehicle, a British equivalent of the Second World War derived (Willys) Jeep, gained a worldwide reputation for ruggedness and versatility","Land Rover Defender, первоначально представленный как Land Rover 110, - это серия внедорожных пикапов 4x4. Автомобиль, являющийся британским аналогом джипа (Willys), созданного во время Второй мировой войны, завоевал всемирную репутацию прочного и универсального автомобиля.","The Land Rover Defender, initially introduced as the Land Rover 110, is a series of 4x4 off-road pick-up trucks. The vehicle, a British equivalent of the Second World War derived (Willys) Jeep, gained a worldwide reputation for ruggedness and versatility","The Land Rover Defender, initially introduced as the Land Rover 110, is a series of 4x4 off-road pick-up trucks. The vehicle, a British equivalent of the Second World War derived (Willys) Jeep, gained a worldwide reputation for ruggedness and versatility","Il Land Rover Defender, inizialmente introdotto come Land Rover 110, è una serie di pick-up fuoristrada 4x4. Il veicolo, l'equivalente britannico della Jeep Willys della Seconda Guerra Mondiale,  ha ottenuto un ottima reputazione per la sua versatilità e resilienza.","The Land Rover Defender, initially introduced as the Land Rover 110, is a series of 4x4 off-road pick-up trucks. The vehicle, a British equivalent of the Second World War derived (Willys) Jeep, gained a worldwide reputation for ruggedness and versatility","Le Land Rover Defender, initialement introduit sous le nom de Land Rover 110, est une série de camionnettes tout-terrain 4x4. Ce véhicule, équivalent britannique du (Willys) Jeep dérivé de la Seconde Guerre mondiale, a acquis une réputation mondiale pour sa robustesse et sa polyvalence.","Land Rover Defender，最初稱為Land Rover 110，是一系列4x4越野皮卡。 該車是英國版的二戰衍生車型（威利斯）吉普，因其堅固性和多功能性而享有全球聲譽。","The Land Rover Defender, initially introduced as the Land Rover 110, is a series of 4x4 off-road pick-up trucks. The vehicle, a British equivalent of the Second World War derived (Willys) Jeep, gained a worldwide reputation for ruggedness and versatility","The Land Rover Defender, initially introduced as the Land Rover 110, is a series of 4x4 off-road pick-up trucks. The vehicle, a British equivalent of the Second World War derived (Willys) Jeep, gained a worldwide reputation for ruggedness and versatility","路虎卫士 最初作为 路虎 110 推出，是一系列 4x4 越野皮卡车。 该车辆相当于二战衍生的（威利斯）吉普车，因其坚固性和多功能性而享誉全球",
"STR_EXPANSION_VEHICLE_LANDROVER_DOOR_BACK_LEFT","Land Rover Defender Back-Left Door","Land Rover Defender Back-Left Door","Zadní levé dveře Land Rover Defender","Land Rover Defender Back-Left Door","Land Rover Defender задняя левая дверь","Land Rover Defender Back-Left Door","Land Rover Defender Back-Left Door","Porta Posteriore Destra Land Rover Defender","Land Rover Defender Back-Left Door","Porte arrière gauche du Land Rover Defender","Land Rover Defender後左門","Land Rover Defender Back-Left Door","Land Rover Defender Back-Left Door","路虎卫士左后门",
"STR_EXPANSION_VEHICLE_LANDROVER_DOOR_BACK_LEFT_DESC","Rear Left door of the Land Rover Defender","Rear Left door of the Land Rover Defender","Zadní levé dveře Land Rover Defender","Rear Left door of the Land Rover Defender","Задняя левая дверь от Land Rover Defender","Rear Left door of the Land Rover Defender","Rear Left door of the Land Rover Defender","Porta Posteriore Sinistra di un Land Rover Defender","Rear Left door of the Land Rover Defender","Porte arrière gauche du Land Rover Defender","Land Rover Defender的後左車門","Rear Left door of the Land Rover Defender","Rear Left door of the Land Rover Defender","路虎卫士的左后门",
"STR_EXPANSION_VEHICLE_LANDROVER_DOOR_BACK_RIGHT","Land Rover Defender Back- Right Door","Land Rover Defender Back- Right Door","Zadní pravé dveře Land Rover Defender","Land Rover Defender Back- Right Door","Land Rover Defender задняя правая дверь","Land Rover Defender Back- Right Door","Land Rover Defender Back- Right Door","Porta Posteriore Sinistra Land Rover Defender","Land Rover Defender Back- Right Door","Porte arrière droite du Land Rover Defender","Land Rover Defender的後右車門","Land Rover Defender Back- Right Door","Land Rover Defender Back- Right Door","路虎卫士后右门",
"STR_EXPANSION_VEHICLE_LANDROVER_DOOR_BACK_RIGHT_DESC","Rear Right door of the Land Rover Defender","Rear Right door of the Land Rover Defender","Zadní pravé dveře Land Rover Defender","Rear Right door of the Land Rover Defender","Задняя правая дверь от Land Rover Defender","Rear Right door of the Land Rover Defender","Rear Right door of the Land Rover Defender","Rear Right door of the Land Rover Defender","Rear Right door of the Land Rover Defender","Porte arrière droite du Land Rover Defender","Land Rover Defender的後右車門","Rear Right door of the Land Rover Defender","Rear Right door of the Land Rover Defender","路虎卫士的右后门",
"STR_EXPANSION_VEHICLE_LANDROVER_DOOR_FRONT_LEFT","Land Rover Defender Front-Left Door","Land Rover Defender Front-Left Door","Přední levé dveře Land Rover Defender","Land Rover Defender Front-Left Door","Land Rover Defender передняя левая дверь","Land Rover Defender Front-Left Door","Land Rover Defender Front-Left Door","Porta Anteriore Sinistra Land Rover Defender","Land Rover Defender Front-Left Door","Porte avant gauche du Land Rover Defender","Land Rover Defender的前左車門","Land Rover Defender Front-Left Door","Land Rover Defender Front-Left Door","路虎卫士左前门",
"STR_EXPANSION_VEHICLE_LANDROVER_DOOR_FRONT_LEFT_DESC","Front Left door of the Land Rover Defender","Front Left door of the Land Rover Defender","Přední levé dveře Land Rover Defender","Front Left door of the Land Rover Defender","Передняя левая дверь от Land Rover Defender","Front Left door of the Land Rover Defender","Front Left door of the Land Rover Defender","Porta Anteriore Sinistra di un Land Rover Defender","Front Left door of the Land Rover Defender","Porte avant gauche du Land Rover Defender","Land Rover Defender的前左車門","Front Left door of the Land Rover Defender","Front Left door of the Land Rover Defender","路虎卫士的左前门",
"STR_EXPANSION_VEHICLE_LANDROVER_DOOR_FRONT_RIGHT","Land Rover Defender Front-Right Door","Land Rover Defender Front-Right Door","Přední pravé dveře Land Rover Defender","Land Rover Defender Front-Right Door","Land Rover Defender передняя правая дверь","Land Rover Defender Front-Right Door","Land Rover Defender Front-Right Door","Porta Anteriore Destra Land Rover Defender","Land Rover Defender Front-Right Door","Porte avant droite du Land Rover Defender","Land Rover Defender的前右車門","Land Rover Defender Front-Right Door","Land Rover Defender Front-Right Door","路虎卫士右前门",
"STR_EXPANSION_VEHICLE_LANDROVER_DOOR_FRONT_RIGHT_DESC","Front Right door of the Land Rover Defender","Front Right door of the Land Rover Defender","Přední pravé dveře Land Rover Defender","Front Right door of the Land Rover Defender","Передняя правая дверь от Land Rover Defender","Front Right door of the Land Rover Defender","Front Right door of the Land Rover Defender","Porta Anteriore Destra di un Land Rover Defender","Front Right door of the Land Rover Defender","Porte avant droite du Land Rover Defender","Land Rover Defender的前右車門","Front Right door of the Land Rover Defender","Front Right door of the Land Rover Defender","路虎卫士的右前门",
"STR_EXPANSION_VEHICLE_LANDROVER_DOOR_HOOD","Land Rover Defender Hood","Land Rover Defender Hood","Kapota Land Rover Defender","Land Rover Defender Hood","Land Rover Defender накидка","Land Rover Defender Hood","Land Rover Defender Hood","Cofano Land Rover Defender","Land Rover Defender Hood","Capot du Land Rover Defender","Land Rover Defender的引擎蓋","Land Rover Defender Hood","Land Rover Defender Hood","路虎卫士引擎盖",
"STR_EXPANSION_VEHICLE_LANDROVER_DOOR_HOOD_DESC","Hood of the Land Rover Defender","Hood of the Land Rover Defender","Kapota Land Rover Defender","Hood of the Land Rover Defender","Накидка от Land Rover Defender","Hood of the Land Rover Defender","Hood of the Land Rover Defender","Cofano per il Land Rover Defender","Hood of the Land Rover Defender","Capot du Land Rover Defender","Land Rover Defender的引擎蓋","Hood of the Land Rover Defender","Hood of the Land Rover Defender","路虎卫士的引擎盖",
"STR_EXPANSION_VEHICLE_LANDROVER_DOOR_TRUNK","Land Rover Defender Trunk","Land Rover Defender Trunk","Zavazadlový prostor Land Rover Defender","Land Rover Defender Trunk","Багажник Land Rover Defender","Land Rover Defender Trunk","Land Rover Defender Trunk","Bagagliaio Land Rover Defender","Land Rover Defender Trunk","Coffre du Land Rover Defender","Land Rover Defender的後車廂門","Land Rover Defender Trunk","Land Rover Defender Trunk","路虎卫士后备箱",
"STR_EXPANSION_VEHICLE_LANDROVER_DOOR_TRUNK_DESC","Trunk door of the Land Rover Defender","Trunk door of the Land Rover Defender","Zavazadlový prostor Land Rover Defender","Trunk door of the Land Rover Defender","Дверь багажника от Land Rover Defender","Trunk door of the Land Rover Defender","Trunk door of the Land Rover Defender","Portiera del Bagagliaio del Land Rover Defender","Trunk door of the Land Rover Defender","Coffre du Land Rover Defender","Land Rover Defender的後車廂門","Trunk door of the Land Rover Defender","Trunk door of the Land Rover Defender","路虎卫士的后备箱门",
"STR_EXPANSION_VEHICLE_LANDROVER_WHEEL","Land Rover Defender Wheel","Land Rover Defender Wheel","Kolo Land Rover Defender","Land Rover Defender Wheel","Колесо Land Rover Defender","Land Rover Defender Wheel","Land Rover Defender Wheel","Ruota Land Rover Defender","Land Rover Defender Wheel","Roue du Land Rover Defender","Land Rover Defender的輪子","Land Rover Defender Wheel","Land Rover Defender Wheel","路虎卫士轮",
"STR_EXPANSION_VEHICLE_LANDROVER_WHEEL_DESC","Wheel of the Land Rover Defender","Wheel of the Land Rover Defender","Kolo Land Rover Defender","Wheel of the Land Rover Defender","Колесо от Land Rover Defender","Wheel of the Land Rover Defender","Wheel of the Land Rover Defender","Ruota per il Land Rover Defender","Wheel of the Land Rover Defender","Roue du Land Rover Defender","Land Rover Defender的輪子","Wheel of the Land Rover Defender","Wheel of the Land Rover Defender","路虎卫士之轮",
"STR_EXPANSION_VEHICLE_OLDBIKE","Old Bicycle","Old Bicycle","Staré kolo","Altes Fahrrad","Старый велосипед","Old Bicycle","Old Bicycle","Vecchia bici","Old Bicycle","Vieux vélo","老式自行車","Old Bicycle","Old Bicycle","旧自行车",
"STR_EXPANSION_VEHICLE_OLDBIKE_WHEEL","Old Bicycle Wheel","Old Bicycle Wheel","Kolo starého kola","Alter Fahraddreifen","Колесо Старого велосипеда","Old Bicycle Wheel","Old Bicycle Wheel","Ruota di vecchia bici","Old Bicycle Wheel","Ancienne roue de bicyclette","老式自行車輪子","Old Bicycle Wheel","Old Bicycle Wheel","旧自行车车轮",
"STR_EXPANSION_VEHICLE_OLDBIKE_WHEEL_DESC","A wheel of the Old Bicycle","A wheel of the Old Bicycle","Kolo starého kola","Ein Reifen von einem alten Fahrrad.","Колесо от старого велосипеда","A wheel of the Old Bicycle","A wheel of the Old Bicycle","Ruota di una vecchia bicicletta","A wheel of the Old Bicycle","Une roue d'un vieux vélo","老式自行車的一個輪子","A wheel of the Old Bicycle","A wheel of the Old Bicycle","旧自行车的轮子",
"STR_EXPANSION_VEHICLE_REFILL","Hover Refill","Hover Refill","Doplnit nádrž","Hover Refill","Hover Refill","Hover Refill","Hover Refill","Riempi Moto","Hover Refill","Hover Refill","懸停充填","Hover Refill","Hover Refill","悬停笔芯",
"STR_EXPANSION_VEHICLE_TOGGLE_AUTOHOVER_OFF","Switch Auto-Hover Off","Switch Auto-Hover Off","Vypnout stabilizaci","Ändere Auto-Hover Aus","Выключить Авто-зависание","Włącz Automatyczne Zawisanie","Switch Auto-Hover Off","Spegni Autolibrazione","Auto-Hover Off","Vol stationnaire Off","關閉自動懸停","Desligar Auto-Hover","Switch Auto-Hover Off","自动悬停关闭",
"STR_EXPANSION_VEHICLE_TOGGLE_AUTOHOVER_ON","Switch Auto-Hover On","Switch Auto-Hover On","Zapnout stabilizaci","Ändere Auto-Hover Ein","Включить Авто-зависание","Wyłącz Automatyczne Zawisanie","Switch Auto-Hover On","Accendi Autolibrazione","Auto-Hover On","Vol stationnaire On","打開自動懸停","Ligar Auto-Hover","Switch Auto-Hover On","自动悬停打开",
"STR_EXPANSION_VEHICLE_TOGGLE_AUTOPILOT_OFF","Switch Auto-Pilot Off","Switch Auto-Pilot Off","Vypnout autopilota","Ändere Auto-Pilot Aus","Выключить автопилот","Włącz Autopilota","Switch Auto-Pilot Off","Cambia a Pilota Automatico Off","Piloto automatico desactivado","Pilote automatique On","關閉自動駕駛","Desligar Piloto Automático","Switch Auto-Pilot Off","自动驾驶关闭",
"STR_EXPANSION_VEHICLE_TOGGLE_AUTOPILOT_ON","Switch Auto-Pilot On","Switch Auto-Pilot On","Zapnout autopilota","Ändere Auto-Pilot Ein","Включить автопилот","Wyłącz Autopilota","Switch Auto-Pilot On","Cambia a Pilota Automatico On","Piloto automatico activado","Pilote automatique Off","打開自動駕駛","Ligar Piloto Automático","Switch Auto-Pilot On","自动驾驶打开",
"STR_EXPANSION_VEHICLE_UAZ","UAZ 469","UAZ 469","UAZ 469","UAZ 469","УАЗ 469","UAZ 469","UAZ 469","UAZ 469","UAZ 469","UAZ 469","UAZ 469","UAZ 469","UAZ 469","UAZ 469",
"STR_EXPANSION_VEHICLE_UAZ_CARGO","UAZ 469 Cargo","UAZ 469 Cargo","UAZ 469 Nákladní","UAZ 469 mit erweitertem Laderaum","УАЗ 469 Грузовой","UAZ 469 Cargo","UAZ 469 Cargo","UAZ 469 Cargo","UAZ 469 Cargo","UAZ 469 Cargo","UAZ 469 貨車","UAZ 469 Carga","UAZ 469 Cargo","UAZ 469 Cargo",
"STR_EXPANSION_VEHICLE_UAZ_CARGO_ROOFLESS","UAZ 469 Cargo Roofless","UAZ 469 Cargo Roofless","UAZ 469 Nákladní bez střechy","UAZ 469 mit erweitertem Laderaum, dachlos","УАЗ 469 Грузовой без крыши","UAZ 469 Cargo Roofless","UAZ 469 Cargo Roofless","UAZ 469 Cargo senza cappotta","UAZ 469 Cargo Roofless","UAZ 469 Cargo sans toit","UAZ 469 貨車無頂篷","UAZ 469 Carga/Capota aberta","UAZ 469 Cargo Roofless","UAZ 469 Cargo Roofless",
