LANGUAGE,ORIGINAL,ENGLISH,CZECH,GERMAN,RUSSIAN,POLISH,HUNGARIAN,ITALIAN,SPANISH,FRENCH,CHINESE,PORTUGUESE,JAPANESE,CHINESESIMP,
STR_EXPANSION_BOOK_TERRITORY_LEAVE_DESC,Are you sure you want to leave the territory?,Are you sure you want to leave the territory?,"Jste si jisti, že chcete opustit toto území?",Willst du das Territorium wirklich verlassen?,"Вы уверены, что хотите покинуть территорию?",Are you sure you want to leave the territory?,Are you sure you want to leave the territory?,Sicuro di voler lasciare il territorio?,¿Estas seguro de querer irte de este territorio?,Êtes-vous sûr de vouloir quitter le territoire?,Are you sure you want to leave the territory?,Are you sure you want to leave the territory?,Are you sure you want to leave the territory?,您确定要离开该领土吗？,
STR_EXPANSION_BOOK_TERRITORY_LEAVE_TERRITORY,LEAVE TERRITORY,LEAVE TERRITORY,OPUSTIT ÚZEMÍ,TERRITORIUM VERLASSEN,ПОКИНУТЬ ТЕРРИТОРИЮ,LEAVE TERRITORY,LEAVE TERRITORY,ABBANDONA TERRITORIO,SALIR DEL TERRITORIO,QUITTER LE TERRITOIRE,LEAVE TERRITORY,LEAVE TERRITORY,LEAVE TERRITORY,离开领土,
STR_EXPANSION_BOOK_TERRITORY_MANAGE_INVITES,INVITE OPTIONS,INVITE OPTIONS,MOŽNOSTI POZVÁNEK,EINLADUNGS-OPTIONEN,НАСТРОКИ ПРИГЛАШЕНИЙ,INVITE OPTIONS,INVITE OPTIONS,OPZIONI DI INVITO,OPCIONES DE INVITACION,OPTIONS D'INVITATION,INVITE OPTIONS,INVITE OPTIONS,INVITE OPTIONS,邀请选项,
STR_EXPANSION_BOOK_TERRITORY_MANAGE_MEMBER,MANAGE MEMBER,MANAGE MEMBER,SPRÁVA ČLENA,MITGLIEDER VERWALTEN,УПРАВЛЕНИЕ УЧАСТНИКОМ,MANAGE MEMBER,MANAGE MEMBER,GESTISCI MEMBRO,ADMINISTRAR MIEMBRO,GÉRER LE MEMBRE,MANAGE MEMBER,MANAGE MEMBER,MANAGE MEMBER,管理成员,
STR_EXPANSION_BOOK_TERRITORY_MEMBERS_TITLE,TERRITORY MEMBERS,TERRITORY MEMBERS,ČLENOVÉ ÚZEMÍ,TERRITORIUMSMITGLIEDER,УЧАСТНИКИ ТЕРРИТОРИИ,CZŁONKOWIE TERYTORIUM,TERRITORY MEMBERS,MEMBRI DEL TERRITORIO,MIEMBROS DEL TERRITORIO,MEMBRES DU TERRITOIRE,TERRITORY MEMBERS,MEMBROS DO TERRITÓRIO,テリトリーメンバー,领地成员,
STR_EXPANSION_BOOK_TERRITORY_MEMBER_DEFAULT,Survivor,Survivor,Přeživší,Überlebender,Выживший,Survivor,Survivor,Sopravvissuto,Superviviente:,Survivant,Survivor,Survivor,Survivor,幸存者,
STR_EXPANSION_BOOK_TERRITORY_MEMBER_DEMOTE,DEMOTE,DEMOTE,DEGRADOVAT:,DEGRADIEREN,ПОНИЗИТЬ,DEGRADUJ,DEMOTE,DEGRADA,REBAJAR,RÉTROGRADER,DEMOTE,REBAIXAR,降格,降级,
STR_EXPANSION_BOOK_TERRITORY_MEMBER_INFO,MEMBER INFO,MEMBER INFO,INFORMACE O ČLENU,MITGLIEDER-INFO,ИНФОРМАЦИЯ О УЧАСТНИКЕ,MEMBER INFO,MEMBER INFO,INFO MEMBRO,INFORMACIÓN DEL MIEMBRO,INFO MEMBRE,MEMBER INFO,MEMBER INFO,MEMBER INFO,会员信息,
STR_EXPANSION_BOOK_TERRITORY_MEMBER_KICK,KICK,KICK,VYHODIT,HERAUSWERFEN,ВЫГНАТЬ,WYRZUĆ,KICK,CACCIA,ECHAR,EXCLURE,KICK,ESPULSAR,キック,踢出,
STR_EXPANSION_BOOK_TERRITORY_MEMBER_LIST_EMPTY,Territory has no other members!,Territory has no other members!,Území nemá žádné další členy!,Das Territorium hat keine anderen Mitglieder!,Территория не имеет других участников!,Territory has no other members!,Territory has no other members!,Il territorio non ha altri membri!,El territorio no tiene otros miembros!,Le territoire n'a pas d'autres membres!,Territory has no other members!,Territory has no other members!,Territory has no other members!,领土没有其他成员！,
STR_EXPANSION_BOOK_TERRITORY_MEMBER_NAME,Name:,Name:,Jméno:,Name:,Имя:,Name:,Name:,Nome:,Nombre:,Nom:,Name:,Name:,Name:,姓名:,
STR_EXPANSION_BOOK_TERRITORY_MEMBER_OFFLINE,Offline,Offline,Offline,Offline,Не в сети,Offline,Offline,Offline,Desconectado,Hors ligne,Offline,Offline,Offline,离线,
STR_EXPANSION_BOOK_TERRITORY_MEMBER_PERM_DELETE,Delete territory:,Delete territory:,Smazat území:,Territorium löschen:,Удалить территорию:,Delete territory:,Delete territory:,Cancella Territorio:,Borrar Territorio,Supprimer le territoire :,Delete territory:,Delete territory:,Delete territory:,删除区域：,
STR_EXPANSION_BOOK_TERRITORY_MEMBER_PERM_EDIT,Edit members:,Edit members:,Upravit členy:,Mitglieder bearbeiten:,Редактировать участников:,Edit members:,Edit members:,Modifica membri:,Editar miembros,Modifier les membres :,Edit members:,Edit members:,Edit members:,编辑成员：,
STR_EXPANSION_BOOK_TERRITORY_MEMBER_PERM_INVITE,Invite members:,Invite members:,Pozvat členy:,Mitglieder einladen:,Пригласить участников:,Invite members:,Invite members:,Invita Membri:,Invitar miembros,Inviter des membres:,Invite members:,Invite members:,Invite members:,邀请成员：,
STR_EXPANSION_BOOK_TERRITORY_MEMBER_PERM_KICK,Kick members:,Kick members:,Vyhodit členy:,Mitglieder herauswerfen:,Кикнуть участников:,Kick members:,Kick members:,Caccia Membri:,Echar miembro,Kick des membres :,Kick members:,Kick members:,Kick members:,踢成员：,
STR_EXPANSION_BOOK_TERRITORY_MEMBER_PERM_SAVE,SAVE PERMISSIONS,SAVE PERMISSIONS,ULOŽIT OPRÁVNĚNÍ,BERECHTIGUNGEN SPEICHERN,СОХРАНИТЬ РАЗРЕШЕНИЯ,SAVE PERMISSIONS,SAVE PERMISSIONS,SALVA PERMESSI,GUARDAR PERMISOS,ENREGISTRER LES AUTORISATIONS,SAVE PERMISSIONS,SAVE PERMISSIONS,SAVE PERMISSIONS,保存权限,
STR_EXPANSION_BOOK_TERRITORY_MEMBER_PROMOTE,PROMOTE,PROMOTE,POVÝŠIT:,BEFÖRDERN,ПОВЫСИТЬ,AWANSUJ,PROMOTE,PROMUOVI,PROMOVER,PROMOUVOIR,PROMOTE,PROMOVER,昇格,升级,
STR_EXPANSION_BOOK_TERRITORY_MEMBER_RANK,Rank:,Rank:,Hodnost:,Rang:,Ранг:,Rank:,Rank:,Rango:,Rango:,Rang:,Rank:,Rank:,Rank:,信誉:,
STR_EXPANSION_BOOK_TERRITORY_MEMBER_STATUS,Status:,Status:,Stav:,Status:,Статус:,Status:,Status:,Status:,Estatus:,Statut:,Status:,Status:,Status:,地位:,
STR_EXPANSION_BOOK_TERRITORY_NO_PENDING_INVITES,No pending invites,No pending invites,Žádné čekající pozvánky,Keine ausstehenden Einladungen,Нет ожидающих приглашений,No pending invites,No pending invites,Nessun invito in sospeso,No hay invitaciones pendientes,Aucune invitation en attente,No pending invites,No pending invites,No pending invites,没有待处理的邀请,
STR_EXPANSION_BOOK_TERRITORY_PROMOTE,PROMOTE,PROMOTE,POVÝŠIT,BEFÖRDERN,ПОВЫСИТЬ,PROMOTE,PROMOTE,PROMUOVI,ASCENDER,PROMOUVOIR,PROMOTE,PROMOTE,PROMOTE,升级,
STR_EXPANSION_TOGGLE_BOOK,Toggle Book Menu,Toggle Book Menu,Přepnout menu knih,Buchmenü umschalten,Меню-блокнот,Pokaż/Schowaj Książkę,Túlélőkönyv menü,Attiva Menu libro,Abrir menu de Libro,Basculer le menu du livre,Toggle Book Menu,Menu do Livro,ブックメニューのトグル,切换书本菜单,
