"LANGUAGE","ORIGINAL","ENGLISH","CZECH","GERMAN","RUSSIAN","POLISH","HUNGARIAN","ITALIAN","SPANISH","FRENCH","CHINESE","PORTUGUESE","JAPANESE","CHINESESIMP",
"STR_EXPANSION_SPRAYCAN_WEEB_NAME","Spray can - Bus - ZF Anime","Spray can - Bus - ZF Anime","Sprej - ZF Anime","Sprühflasche - Bus - ZF Anime","Баллончик с краской - Автобус - ZF Anime","Spray - ZF Anime","Spray can - ZF Anime","Bomboletta Spray - ZF Anime","Lata de pintura - ZF Anime","Bombe de peinture - ZF Anime","噴漆罐 - 巴士 - ZF 动漫","Tintura - ZF Anime","スプレー缶・ZF アニメ","喷雾罐 - 巴士 - ZF Anime",
"STR_EXPANSION_STOVE","Stove","Stove","Kamna","Herd","Кухонная плита","Kuchenka","Tűzhely","Stufa","Estufa","Fourneau","爐灶","Fogão","ストーブ","火炉",
"STR_EXPANSION_STOVE_DESC","A stove is an enclosed space in which fuel is burned to heat either the space in which the stove is situated, or items placed on the heated stove.","A stove is an enclosed space in which fuel is burned to heat either the space in which the stove is situated, or items placed on the heated stove.","Kamna jsou uzavřený prostor, kde se spaluje palivo. Těleso pak ohřívá okolí a itemy na plotně.","Mit diesem Herd lassen sich die besten Rezepte kochen. Zusätzlich bietet er eine Funktion um Fleisch zu räuchern.","Кухонная плита — нагревательный прибор для приготовления пищи. Кроме варочной поверхности с конфорками кухонная плита часто имеет встроенный духовой шкаф и дополнительные отделения.","Piec to zamknięta przestrzeń, w której paliwo jest spalane w celu ogrzania albo przestrzeni, w której znajduje się piec, albo przedmiotów umieszczonych na ogrzewanym piecu.","A stove is an enclosed space in which fuel is burned to heat either the space in which the stove is situated, or items placed on the heated stove.","Una stufa è uno spazio chiuso in cui del carburante viene bruciato per riscaldare uno spazio interno e qualsiasi cosa posta sulla stufa stessa","Una hoguera es un espacio cerrado en la que se quema combustible para calentar un espacio u objetos.","Un poêle est un espace clos dans lequel le combustible est brûlé pour chauffer soit l'espace dans lequel le poêle est situé, soit les objets placés sur le poêle chauffé.","爐灶是一個密封的空間，燃燒燃料以加熱爐灶所處的空間，或者放在加熱爐灶上的物品。","Um fogão é um espaço fechado no qual o combustível é queimado para aquecer o espaço em que o fogão está situado ou os itens colocados no fogão aquecido.","A stove is an enclosed space in which fuel is burned to heat either the space in which the stove is situated, or items placed on the heated stove.","炉子是一个封闭的空间，燃料在其中燃烧以加热炉子所在的空间或放置在加热炉子上的物品。",
"STR_EXPANSION_VEHICLE_250N","Motorbike 250N","Motorbike 250N","Motocykl 250N","Motorrad 250N","Мотоцикл 250N","Motorbike 250N","Motorbike 250N","Motocicletta 250N","Motorbike 250N","Moto 250N","250N摩托車","Motorbike 250N","Motorbike 250N","摩托车250N",
"STR_EXPANSION_VEHICLE_250N_WHEEL","Motorbike 250N Wheel","Motorbike 250N Wheel","Kolo motocyklu 250N","Motorrad 250N Reifen","Колесо мотоцикла 250N","Motorbike 250N Wheel","Motorbike 250N Wheel","Ruota Motocicletta 250N","Motorbike 250N Wheel","Roue de 250N","250N摩托車輪","Motorbike 250N Wheel","Motorbike 250N Wheel","摩托车250N的车轮",
"STR_EXPANSION_VEHICLE_250N_WHEEL_DESC","A wheel of the Motorbike 250N","A wheel of the Motorbike 250N","Kolo motocyklu 250N","Ein Reifen des 250N Motorrads.","Колесо мотоцикла 250N","A wheel of the Motorbike 250N","A wheel of the Motorbike 250N","Una ruota della Motocicletta 250N","A wheel of the Motorbike 250N","Une roue de moto 250N","250N摩托車的輪子","A wheel of the Motorbike 250N","A wheel of the Motorbike 250N","摩托车250N的车轮",
"STR_EXPANSION_VEHICLE_AN2","An-2","An-2","An-2","An-2","Ан-2","An-2","An-2","An-2","An-2","An-2","An-2飛機","An-2","An-2","An-2",
"STR_EXPANSION_VEHICLE_AN2_WHEEL_BACK","An-2 Back Wheel","An-2 Back Wheel","Zadní kolo An-2","Hinterrad für das An-2.","Ан-2 Заднее колесо","An-2 Back Wheel","An-2 Back Wheel","Ruota Posteriore An-2","An-2 Back Wheel","Roue arrière de An-2","An-2飛機後輪","An-2 Roda Traseira","An-2 Back Wheel","An-2 Back Wheel",
"STR_EXPANSION_VEHICLE_AN2_WHEEL_BACK_DESC","A small wheel for An-2 Plane","A small wheel for An-2 Plane","Malé kolo pro letadlo An-2","Hinterrad für das An-2 Flugzeug.","Маленькое колесо для Ан-2","A small wheel for An-2 Plane","A small wheel for An-2 Plane","Una ruota per l'aereroplano An-2","A small wheel for An-2 Plane","Une roue arrière de l'avion An-2","An-2飛機的後輪","Roda pequena do An-2 Plane","A small wheel for An-2 Plane","适用于An-2飞机的小轮",
"STR_EXPANSION_VEHICLE_AN2_WHEEL_FRONT","An-2 Front Wheel","An-2 Front Wheel","Přední kolo An-2","Vorderrad für das An-2.","Ан-2 Переднее колесо","An-2 Front Wheel","An-2 Front Wheel","Ruota Anteriore An-2","An-2 Front Wheel","Roue avant de An-2","An-2飛機前輪","An-2 Roda Dianteira","An-2 Front Wheel","An-2 Front Wheel",
"STR_EXPANSION_VEHICLE_AN2_WHEEL_FRONT_DESC","A wheel for An-2 Plane","A wheel for An-2 Plane","Kolo pro letadlo An-2","Vorderrad für das An-2 Flugzeug.","Колесо для Ан-2","A wheel for An-2 Plane","A wheel for An-2 Plane","Una ruota per l'aereroplano An-2","A wheel for An-2 Plane","Une roue avant de l'avion An-2","An-2飛機的前輪","Uma roda do An-2 Plane","A wheel for An-2 Plane","适用于An-2飞机的车轮",
"STR_EXPANSION_VEHICLE_BUS","Transit Bus","Transit Bus","Dálkový autobus","Linienbus","Транзитный автобус","Transit Bus","Transit Bus","Autobus Ikarus 260","Transit Bus","Bus Ikarus 260","公共汽車","Ônibus","Transit Bus","Transit 公交车",
"STR_EXPANSION_VEHICLE_BUS_DESC","The Ikarus 260 is an intercity and line bus manufactured by the Hungarian manufacturer Ikarus from 1971 to 2002. The robustness and reliability of this model largely explain its unparalleled longevity. On the other hand, it should be emphasized that this model should have been replaced at the end of the 1980s but the manufacturer, in financial difficulty due to late payments from public customers in the Comecon States, could not finance new developments. Orders from the former USSR and Germany collapsed in 1990, putting Ikarus on the verge of bankruptcy. Ikarus launched the 400 series but customers demanded the more reliable 200 series.","The Ikarus 260 is an intercity and line bus manufactured by the Hungarian manufacturer Ikarus from 1971 to 2002. The robustness and reliability of this model largely explain its unparalleled longevity. On the other hand, it should be emphasized that this model should have been replaced at the end of the 1980s but the manufacturer, in financial difficulty due to late payments from public customers in the Comecon States, could not finance new developments. Orders from the former USSR and Germany collapsed in 1990, putting Ikarus on the verge of bankruptcy. Ikarus launched the 400 series but customers demanded the more reliable 200 series.","Ikarus 260 je meziměstský a linkový autobus vyráběný maďarským výrobcem Ikarus od roku 1971 do roku 2002. Odolnost a spolehlivost tohoto modelu významně vysvětlují jeho nevídanou dlouhověkost. Na druhé straně je třeba zdůraznit, že tento model měl být nahrazen koncem 80. let, ale výrobce, který měl finanční potíže kvůli pozdním platbám od veřejných zákazníků v zemích RVHP, nemohl financovat nový vývoj. Objednávky bývalého SSSR a Německa v roce 1990 prudce klesly, což přivedlo Ikarus na pokraj bankrotu. Ikarus zahájil sérii 400, ale zákazníci požadovali spolehlivější sérii 200.","Der Ikarus 260 is an intercity and line bus manufactured by the Hungarian manufacturer Ikarus from 1971 to 2002. The robustness and reliability of this model largely explain its unparalleled longevity. On the other hand, it should be emphasized that this model should have been replaced at the end of the 1980s but the manufacturer, in financial difficulty due to late payments from public customers in the Comecon States, could not finance new developments. Orders from the former USSR and Germany collapsed in 1990, putting Ikarus on the verge of bankruptcy. Ikarus launched the 400 series but customers demanded the more reliable 200 series.","Икарус 260 - это междугородний и линейный автобус, выпускаемый венгерским производителем Икарус с 1971 по 2002 год. Прочность и надежность этой модели во многом объясняют ее беспрецедентную долговечность. С другой стороны, следует подчеркнуть, что эту модель следовало заменить в конце 1980-х годов, но производитель, столкнувшись с финансовыми трудностями из-за просроченных платежей от государственных заказчиков в странах СЭВ, не мог финансировать новые разработки. Заказы из бывшего СССР и Германии рухнули в 1990 году, поставив «Икарус» на грань банкротства. Икарус запустил серию 400, но покупатели требовали более надежную серию 200.","The Ikarus 260 is an intercity and line bus manufactured by the Hungarian manufacturer Ikarus from 1971 to 2002. The robustness and reliability of this model largely explain its unparalleled longevity. On the other hand, it should be emphasized that this model should have been replaced at the end of the 1980s but the manufacturer, in financial difficulty due to late payments from public customers in the Comecon States, could not finance new developments. Orders from the former USSR and Germany collapsed in 1990, putting Ikarus on the verge of bankruptcy. Ikarus launched the 400 series but customers demanded the more reliable 200 series.","The Ikarus 260 is an intercity and line bus manufactured by the Hungarian manufacturer Ikarus from 1971 to 2002. The robustness and reliability of this model largely explain its unparalleled longevity. On the other hand, it should be emphasized that this model should have been replaced at the end of the 1980s but the manufacturer, in financial difficulty due to late payments from public customers in the Comecon States, could not finance new developments. Orders from the former USSR and Germany collapsed in 1990, putting Ikarus on the verge of bankruptcy. Ikarus launched the 400 series but customers demanded the more reliable 200 series.","L'Ikarus 260 è un Autobus Intercity e di Linea prodotto dalla Ungherese Ikarus tra il 1971 ed il 2002. La robustezza e l'affidabilità di questo modello spiegano la sua impareggiata longevità. Dall'altro lato, dovrebbe essere noto che questo modello avrebbe dovuto essere rimpiazzato negli anni 80 ma il produttore, in difficoltà finanziarie per via di pagamenti tardivi da parte di clienti pubblici negli stati del Comecon, non poté finanziare nuovi modelli. Gli ordini dalla ex USSR e Germania cessarono nel 1990, mettendo Ikarus sull'orlo della bancarotta. Ikarus lanciò poi la serie 400 ma i clienti richiesro comunque la più affidabile serie 200.","The Ikarus 260 is an intercity and line bus manufactured by the Hungarian manufacturer Ikarus from 1971 to 2002. The robustness and reliability of this model largely explain its unparalleled longevity. On the other hand, it should be emphasized that this model should have been replaced at the end of the 1980s but the manufacturer, in financial difficulty due to late payments from public customers in the Comecon States, could not finance new developments. Orders from the former USSR and Germany collapsed in 1990, putting Ikarus on the verge of bankruptcy. Ikarus launched the 400 series but customers demanded the more reliable 200 series.","L‘Ikarus 260 est un autobus interurbain et de ligne fabriqué par le constructeur hongrois Ikarus de 1971 à 2002. La robustesse et la fiabilité de ce modèle expliquent en grande partie sa longévité sans équivalent. Il faut par contre souligner que ce modèle aurait dû être remplacé dès la fin des années 1980 mais le constructeur, en difficulté financières dues aux retards de paiement des clients publics des États du Comecon ne put financer de nouveaux développements. Les commandes de l'ex URSS et de l'Allemagne s'effondrèrent dès 1990 mettant Ikarus au bord de la faillite. Ikarus a lancé la série 400 mais les clients réclamaient la série 200 plus fiable.","Ikarus 260是匈牙利製造商Ikarus於1971年至2002年生產的城際和線路巴士。 該型號的堅固性和可靠性在很大程度上解釋了它的無與倫比的長壽。 另一方面，應該強調的是，該型號應該在1980年代末被替換，但由於來自COMECON國家的公共客戶的付款延遲而導致的財務困難，製造商無法為新的研發提供資金支持。 1990年，來自前蘇聯和德國的訂單急劇下降，使Ikarus瀕臨破產邊緣。 Ikarus推出了400系列，但客戶要求更可靠的200系列。","The Ikarus 260 is an intercity and line bus manufactured by the Hungarian manufacturer Ikarus from 1971 to 2002. The robustness and reliability of this model largely explain its unparalleled longevity. On the other hand, it should be emphasized that this model should have been replaced at the end of the 1980s but the manufacturer, in financial difficulty due to late payments from public customers in the Comecon States, could not finance new developments. Orders from the former USSR and Germany collapsed in 1990, putting Ikarus on the verge of bankruptcy. Ikarus launched the 400 series but customers demanded the more reliable 200 series.","The Ikarus 260 is an intercity and line bus manufactured by the Hungarian manufacturer Ikarus from 1971 to 2002. The robustness and reliability of this model largely explain its unparalleled longevity. On the other hand, it should be emphasized that this model should have been replaced at the end of the 1980s but the manufacturer, in financial difficulty due to late payments from public customers in the Comecon States, could not finance new developments. Orders from the former USSR and Germany collapsed in 1990, putting Ikarus on the verge of bankruptcy. Ikarus launched the 400 series but customers demanded the more reliable 200 series.","Ikarus 260是1971年至2002年由匈牙利制造商Ikarus制造的城际和线路巴士。该模型的坚固性和可靠性在很大程度上说明了其无与伦比的使用寿命。另一方面，应该强调的是，该模型应该在1980年代末被替换，但是制造商由于来自Comecon州公共客户的滞纳金而陷入财务困境，无法为新的发展提供资金。 1990年，前苏联和德国的订单崩溃，使伊卡洛斯（Ikarus）濒临破产。 Ikarus推出了400系列，但客户要求更可靠的200系列。",
"STR_EXPANSION_VEHICLE_BUS_DOOR_BACK_LEFT","Ikarus Bus Back Left Door","Ikarus Bus Back Left Door","Dveře zadního levého křídla autobusu Ikarus","Ikarus Bus Back Left Door","Автобус Икарус задняя левая дверь","Ikarus Bus Back Left Door","Ikarus Bus Back Left Door","Ikarus Bus Back Left Door","Ikarus Bus Back Left Door","Ikarus Bus Back Left Door","Ikarus公車後左門","Ikarus Bus Back Left Door","Ikarus Bus Back Left Door","Ikarus Bus Back Left Door",
"STR_EXPANSION_VEHICLE_BUS_DOOR_BACK_RIGHT","Ikarus Bus Back Right Door","Ikarus Bus Back Right Door","Dveře zadního pravého křídla autobusu Ikarus","Ikarus Bus Back Right Door","Автобус Икарус задняя правая дверь","Ikarus Bus Back Right Door","Ikarus Bus Back Right Door","Ikarus Bus Back Right Door","Ikarus Bus Back Right Door","Ikarus Bus Back Right Door","Ikarus公車後右邊門","Ikarus Bus Back Right Door","Ikarus Bus Back Right Door","Ikarus Bus Back Right Door",
"STR_EXPANSION_VEHICLE_BUS_DOOR_FRONT_LEFT","Ikarus Bus Front Left Door","Ikarus Bus Front Left Door","Dveře předního levého křídla autobusu Ikarus","Ikarus Bus Front Left Door","Автобус Икарус передняя левая дверь","Ikarus Bus Front Left Door","Ikarus Bus Front Left Door","Ikarus Bus Front Left Door","Ikarus Bus Front Left Door","Ikarus Bus Front Left Door","Ikarus公車前左門","Ikarus Bus Front Left Door","Ikarus Bus Front Left Door","Ikarus Bus Front Left Door",
"STR_EXPANSION_VEHICLE_BUS_DOOR_FRONT_RIGHT","Ikarus Bus Front Right Door","Ikarus Bus Front Right Door","Dveře předního pravého křídla autobusu Ikarus","Ikarus Bus Front Right Door","Автобус Икарус передняя правая дверь","Ikarus Bus Front Right Door","Ikarus Bus Front Right Door","Ikarus Bus Front Right Door","Ikarus Bus Front Right Door","Ikarus Bus Front Right Door","Ikarus公車前右門","Ikarus Bus Front Right Door","Ikarus Bus Front Right Door","Ikarus Bus Front Right Door",
"STR_EXPANSION_VEHICLE_BUS_DOOR_MIDDLE_LEFT","Ikarus Bus Middle Left Door","Ikarus Bus Middle Left Door","Dveře středního levého křídla autobusu Ikarus","Ikarus Bus Middle Left Door","Автобус Икарус средня левая дверь","Ikarus Bus Middle Left Door","Ikarus Bus Middle Left Door","Ikarus Bus Middle Left Door","Ikarus Bus Middle Left Door","Ikarus Bus Middle Left Door","Ikarus公車中左門","Ikarus Bus Middle Left Door","Ikarus Bus Middle Left Door","Ikarus Bus Middle Left Door",
"STR_EXPANSION_VEHICLE_BUS_DOOR_MIDDLE_RIGHT","Ikarus Bus Middle Right Door","Ikarus Bus Middle Right Door","Dveře středního pravého křídla autobusu Ikarus","Ikarus Bus Middle Right Door","Автобус Икарус средня правая дверь","Ikarus Bus Middle Right Door","Ikarus Bus Middle Right Door","Ikarus Bus Middle Right Door","Ikarus Bus Middle Right Door","Ikarus Bus Middle Right Door","Ikarus公車中右邊門","Ikarus Bus Middle Right Door","Ikarus Bus Middle Right Door","Ikarus Bus Middle Right Door",
"STR_EXPANSION_VEHICLE_C130J","C-130J Hercules","C-130J Hercules","C-130J Hercules","C-130J Hercules","C-130J Геркулес","C-130J Hercules","C-130J Hercules","C-130J Hercules","C-130J Hercules","C-130J Hercules","C-130J大力士","C-130J Hercules","C-130J Hercules","C-130J Hercules",
"STR_EXPANSION_VEHICLE_C130J_WHEEL","C-130J Wheel","C-130J Wheel","Kolo C-130J","C-130J Rad","Колесо C-130J","C-130J Wheel","C-130J Wheel","Ruota C-130J","C-130J Wheel","Roue de C-130J","C-130J輪子","Roda do C-130J","C-130J Wheel","C-130J Wheel",
"STR_EXPANSION_VEHICLE_C130J_WHEEL_DESC","A wheel for the C-130J Plane","A wheel for the C-130J Plane","Kolo pro letadlo C-130J","Ein Rad für das C-130J Flugzeug.","Колесо для C-130J","A wheel for the C-130J Plane","A wheel for the C-130J Plane","Una ruota per l'aereoplano C-130J","A wheel for the C-130J Plane","Une roue pour l'avion C-130J","用於C-130J飛機的輪子","Uma roda do C-130J Plane","A wheel for the C-130J Plane","C-130J飞机的轮毂",
"STR_EXPANSION_VEHICLE_LHD","LHD-9 USS Khe Sanh","LHD-9 USS Khe Sanh","LHD-9 USS Khe Sanh","LHD-9 USS Khe Sanh","LHD-9 USS Khe Sanh","LHD-9 USS Khe Sanh","LHD-9 USS Khe Sanh","LHD-9 USS Khe Sanh","LHD-9 USS Khe Sanh","LHD-9 USS Khe Sanh","LHD-9 USS Khe Sanh","LHD-9 USS Khe Sanh","LHD-9 USS Khe Sanh","夏洛特宙斯级航空母舰（LHD）",
"STR_EXPANSION_VEHICLE_MERLIN","Merlin","Merlin","Merlin","Merlin","Merlin","Merlin","Merlin","Merlin","Merlin","Merlin","Merlin","Merlin","Merlin","梅林直升机",
"STR_EXPANSION_VEHICLE_MERLIN_CARGO_RAMP","Merlin Cargo Ramp","Merlin Cargo Ramp","Nákladní rampa Merlinu","Merlin Cargo Ramp","Грузовая рампа Merlin","Merlin Cargo Ramp","Merlin Cargo Ramp","Merlin Cargo Ramp","Merlin Cargo Ramp","Merlin Cargo Ramp","Merlin 貨物斜坡","Merlin Cargo Ramp","Merlin Cargo Ramp","Merlin Cargo Ramp",
"STR_EXPANSION_VEHICLE_MERLIN_DOOR_LEFT","Merlin Left Door","Merlin Left Door","Levá dveře Merlinu","Merlin Left Door","Левая дверь Merlin","Merlin Left Door","Merlin Left Door","Merlin Left Door","Merlin Left Door","Merlin Left Door","Merlin 左側門","Merlin Left Door","Merlin Left Door","Merlin Left Door",
"STR_EXPANSION_VEHICLE_MERLIN_DOOR_RIGHT","Merlin Right Door","Merlin Right Door","Pravé dveře Merlinu","Merlin Right Door","Правая дверь Merlin","Merlin Right Door","Merlin Right Door","Merlin Right Door","Merlin Right Door","Merlin Right Door","Merlin 右側門","Merlin Right Door","Merlin Right Door","Merlin Right Door",
"STR_EXPANSION_VEHICLE_MERLIN_WHEEL_BACK","Merlin Back Wheel","Merlin Back Wheel","Zadní kolo Merlinu","Merlin Hinterrad","Заднее колесо Merlin","Merlin Back Wheel","Merlin Back Wheel","Ruota Posteriore Merlin","Merlin Back Wheel","Roue arrière de Merlin","Merlin 後輪","Roda do Merlin Back","Merlin Back Wheel","梅林后轮",
"STR_EXPANSION_VEHICLE_MERLIN_WHEEL_BACK_DESC","A back wheel of the Merlin Helicopter","A back wheel of the Merlin Helicopter","Zadní kolo helikoptéry Merlin","Ein Hinterrad des Merlin Helikopters.","Заднее колесо вертолета Merlin","A back wheel of the Merlin Helicopter","A back wheel of the Merlin Helicopter","Una ruota posteriore per l'elicottero Merlin","A back wheel of the Merlin Helicopter","Une roue arrière de l'hélicoptère Merlin","Merlin 直升機的後輪","A back wheel of the Merlin Helicopter","A back wheel of the Merlin Helicopter","梅林直升机的后轮",
"STR_EXPANSION_VEHICLE_MERLIN_WHEEL_FRONT","Merlin Front Wheel","Merlin Front Wheel","Přední kolo Merlinu","Merlin Vorderrad","Переднее колесо Merlin","Merlin Front Wheel","Merlin Front Wheel","Ruota Anteriore Merlin","Merlin Front Wheel","Roue avant de Merlin","Merlin 前輪","Merlin Roda Dianteira","Merlin Front Wheel","梅林前轮",
"STR_EXPANSION_VEHICLE_MERLIN_WHEEL_FRONT_DESC","A front wheel of the Merlin Helicopter","A front wheel of the Merlin Helicopter","Přední kolo helikoptéry Merlin","Ein Vorderrad des Merlin Helikopters.","Переднее колесо вертолета Merlin","A front wheel of the Merlin Helicopter","A front wheel of the Merlin Helicopter","Una ruota anteriore per l'elicottero Merlin","A front wheel of the Merlin Helicopter","Une roue avant de l'hélicoptère Merlin","Merlin 直升機的前輪","Roda Dianteira do Helicóptero Merlin","A front wheel of the Merlin Helicopter","梅林直升机的前轮",
"STR_EXPANSION_VEHICLE_MH6","Mh-6 Little Bird","Mh-6 Little Bird","Mh-6 Little Bird","Mh-6 Little Bird","Mh-6 Little Bird","Mh-6 Little Bird","Mh-6 Little Bird","Mh-6 Little Bird","Mh-6 Little Bird","Mh-6 Little Bird","MH-6 小鳥","Mh-6 Little Bird","Mh-6 Little Bird","Mh-6 小鸟直升机",
"STR_EXPANSION_VEHICLE_MH6_DOOR_BACK_LEFT","Mh-6 Back-Left Door","Mh-6 Back-Left Door","Zadní levé dveře Mh-6","MH-6 Tür (Hinten Links)","Mh-6 дверь задняя левая","Mh-6 Back-Left Door","Mh-6 Back-Left Door","Portiera Posteriore Sinistra Mh-6.","Mh-6 Back-Left Door","Portière arrière Gauche de Mh-6","MH-6 左後門","Mh-6 Porta traseira esquerda","Mh-6 Back-Left Door","Mh-6 左后门",
"STR_EXPANSION_VEHICLE_MH6_DOOR_BACK_LEFT_DESC","Rear Left door of the Mh-6 Little Bird Helicopter. Keeps the passenger in the backseat safe inside the helicopter.","Rear Left door of the Mh-6 Little Bird Helicopter. Keeps the passenger in the backseat safe inside the helicopter.","Zadní levé dveře helikoptéry Mh-6 Little Bird. Umožňuje bezpečné uchování pasažéra na zadním sedadle uvnitř helikoptéry.","Ein wichtiger Bestandteil des MH6 Helikopters. Schützt den Passagier.","Левая задняя дверь вертолета Mh-6 Little Bird. Обеспечивает безопасность пассажира на заднем сиденье внутри вертолета.","Rear Left door of the Mh-6 Little Bird Helicopter. Keeps the passenger in the backseat safe inside the helicopter.","Rear Left door of the Mh-6 Little Bird Helicopter. Keeps the passenger in the backseat safe inside the helicopter.","Portiera Posteriore Sinistra per l'elicottero Mh-6. Tiene i passeggeri al sicuro nell'abitacolo.","Rear Left door of the Mh-6 Little Bird Helicopter. Keeps the passenger in the backseat safe inside the helicopter.","Porte arrière gauche de l'hélicoptère Mh-6 Little Bird. Garde le passager sur la banquette arrière en sécurité à l'intérieur de l'hélicoptère.","MH-6 小鳥直升機的左後門。 保持後座乘客安全地留在直升機內。","Porta traseira esquerda do helicóptero Mh-6 Little Bird. Mantém o passageiro no banco de trás seguro dentro do helicóptero.","Rear Left door of the Mh-6 Little Bird Helicopter. Keeps the passenger in the backseat safe inside the helicopter.","Mh-6小鸟直升机的左后门。将乘客保持在直升机后座的安全位置。",
"STR_EXPANSION_VEHICLE_MH6_DOOR_BACK_RIGHT","Mh-6 Back-Right Door","Mh-6 Back-Right Door","Zadní pravé dveře Mh-6","MH-6 Tür (Hinten Rechts)","Mh-6 дверь задняя правая","Mh-6 Back-Right Door","Mh-6 Back-Right Door","Portiera Posteriore Destra Mh-6.","Mh-6 Back-Right Door","Portière arrière Droite de Mh-6","MH-6 右後門","Mh-6 Porta traseira direita","Mh-6 Back-Right Door","Mh-6 右后门",
"STR_EXPANSION_VEHICLE_MH6_DOOR_BACK_RIGHT_DESC","Rear Right door of the Mh-6 Little Bird Helicopter. Keeps the passenger in the backseat safe inside the helicopter.","Rear Right door of the Mh-6 Little Bird Helicopter. Keeps the passenger in the backseat safe inside the helicopter.","Zadní pravé dveře helikoptéry Mh-6 Little Bird. Umožňuje bezpečné uchování pasažéra na zadním sedadle uvnitř helikoptéry.","Ein wichtiger Bestandteil des MH6 Helikopters. Schützt den Passagier.","Правая задняя дверь вертолета Mh-6 Little Bird. Обеспечивает безопасность пассажира на заднем сиденье внутри вертолета.","Rear Right door of the Mh-6 Little Bird Helicopter. Keeps the passenger in the backseat safe inside the helicopter.","Rear Right door of the Mh-6 Little Bird Helicopter. Keeps the passenger in the backseat safe inside the helicopter.","Portiera Posteriore Destra per l'elicottero Mh-6. Tiene i passeggeri al sicuro nell'abitacolo.","Rear Right door of the Mh-6 Little Bird Helicopter. Keeps the passenger in the backseat safe inside the helicopter.","Porte arrière droite de l'hélicoptère Mh-6 Little Bird. Garde le passager sur la banquette arrière en sécurité à l'intérieur de l'hélicoptère.","MH-6 小鳥直升機的右後門。 保持後座乘客安全地留在直升機內。","Porta traseira direita do helicóptero Mh-6 Little Bird. Mantém o passageiro no banco de trás seguro dentro do helicóptero.","Rear Right door of the Mh-6 Little Bird Helicopter. Keeps the passenger in the backseat safe inside the helicopter.","Mh-6小鸟直升机的右后门。将乘客保持在直升机后座的安全位置。",
"STR_EXPANSION_VEHICLE_MH6_DOOR_FRONT_LEFT","Mh-6 Front-Left Door","Mh-6 Front-Left Door","Přední levé dveře Mh-6","MH-6 Tür (Vorne Links)","Mh-6 дверь передняя левая","Mh-6 Front-Left Door","Mh-6 Front-Left Door","Portiera Anteriore Sinistra Mh-6","Mh-6 Front-Left Door","Portière avant Gauche de Mh-6","MH-6 左前門","Mh-6 Porta dianteira esquerda","Mh-6 Front-Left Door","Mh-6 左前门",
"STR_EXPANSION_VEHICLE_MH6_DOOR_FRONT_LEFT_DESC","Front Left door of the Mh-6 Little Bird Helicopter. Keeps the pilot safe inside the helicopter.","Front Left door of the Mh-6 Little Bird Helicopter. Keeps the pilot safe inside the helicopter.","Přední levé dveře helikoptéry Mh-6 Little Bird. Umožňuje bezpečné uchování pilota uvnitř helikoptéry.","Ein wichtiger Bestandteil des MH6 Helikopters. Schützt den Piloten.","Передняя левая дверь вертолета Mh-6 Little Bird. Сохраняет пилота в безопасности внутри вертолета.","Front Left door of the Mh-6 Little Bird Helicopter. Keeps the pilot safe inside the helicopter.","Front Left door of the Mh-6 Little Bird Helicopter. Keeps the pilot safe inside the helicopter.","Portiera Anteriore Sinistra per l'elicottero Mh-6. Tiene il pilota al sicuro nell'abitacolo.","Front Left door of the Mh-6 Little Bird Helicopter. Keeps the pilot safe inside the helicopter.","Porte avant gauche de l'hélicoptère Mh-6 Little Bird. Garde le pilote en sécurité à l'intérieur de l'hélicoptère.","MH-6 小鳥直升機的左前門。 保持駕駛員安全地留在直升機內。","Porta dianteira esquerda do helicóptero Mh-6 Little Bird. Mantém o piloto seguro dentro do helicóptero.","Front Left door of the Mh-6 Little Bird Helicopter. Keeps the pilot safe inside the helicopter.","Mh-6小鸟直升机的左前门。将飞行员保持在直升机内部的安全。",
"STR_EXPANSION_VEHICLE_MH6_DOOR_FRONT_RIGHT","Mh-6 Front-Right Door","Mh-6 Front-Right Door","Přední pravé dveře Mh-6","MH-6 Tür (Vorne Rechts)","Mh-6 дверь передняя правая","Mh-6 Front-Right Door","Mh-6 Front-Right Door","Portiera Anteriore Destra Mh-6","Mh-6 Front-Right Door","Portière avant Droite de Mh-6","MH-6 右前門","Mh-6 Porta dianteira direita","Mh-6 Front-Right Door","Mh-6 右前门",
