LANGUAGE,ORIGINAL,ENGLISH,CZECH,GERMAN,RUSSIAN,POLISH,HUNGARIAN,ITALIAN,SPANISH,FRENCH,CHINESE,PORTUGUESE,JAPANESE,CHINESESIMP,
STR_EXPANSION_MAP_MARKER_COLOR_LABLE,MARKER COLOR,MARKER COLOR,BARVA ZNAČKY,MARKERFARBE,ЦВЕТ МЕТКИ,KOLOR ZNACZNIKÓW,MARKER SZÍN,COLORE MARCATORE,COLOR DEL MARCADOR,COULEUR DU MARQUEUR,標記顏色,COR DA MARCAÇÃO,マーカー色,标记颜色,
STR_EXPANSION_MAP_TOOLTIP_TITLE,Expansion Map,Expansion Map,Expansion Mapa,Expansion Map,Карта Expansion,Mapa Expansion,EXPANSION TÉRKÉP,Mappa di Expansion,Mapa de Expansion,Carte Expansion,擴展模組地圖,Mapa Expansão,拡張マップ,扩展模块地图,
STR_EXPANSION_MAP_TOOLTIP_TEXT,"Click on the map to determine a position for the marker. You can then set the type, color, icon and name of the marker. To change an existing marker, you can start the editing mode by clicking on the marker. To define a new position for the marker, you can either drag it to the new position or redefine it with a double click on the map.","Click on the map to determine a position for the marker. You can then set the type, color, icon and name of the marker. To change an existing marker, you can start the editing mode by clicking on the marker. To define a new position for the marker, you can either drag it to the new position or redefine it with a double click on the map.","Klikni na mapu pro tvorbu značky. Pak můžeš nastavit typ, barvu, ikonku a název. Pro změnu existující značky, začni vstupem do editačního módu kliknutím na zvolenou značku. Pro zadefinování nové pozice pro značku již buď můžeš přesunout či dvojitým klikem.","Klicke auf die Karte, um eine Position für den Marker zu bestimmen. Anschließend kannst du die Art, Farbe, das Symbol und den Namen des Markers festlegen. Um einen bestehenden Marker zu ändern, kannst du mit einem Klick auf dem Marker den Bearbeitungsmodus starten. Um eine neue Postion für den Marker festzulegen, kannst du ihn entweder auf die neue Position ziehen, oder sie mit einem Doppelklick auf der Karte neu bestimmen.","Кликните по карте чтобы выбрать положение метки. После этого можно задать тип, цвет, иконку и название. Чтобы изменить существующую метку, нужно войти в режим редактирования, нажав на метку. Чтобы выбрать новую позицию для метки, ее можно перетащить либо дважды кликнуть на нужное место на карте.","Kliknij na mapę, by określić pozycję dla znacznika. Następnie możesz wybrać typ, kolor, ikonę oraz nazwę dla znacznika. By zmienić istniejący już znacznik, możesz wejść w tryb edycji klikając na znacznik. By okreslić nowa pozycje dla znacznika, możesz albo przeciągnąć go na nową pozycję, albo zmienić ją klikając dwukrotnie na mapę.","Kattints a térképre a marker elhelyezéséhez. Ezután beállíthatod a marker típusát, színét, ikonját és nevét. Egy meglévő marker megváltoztatásához a markerre kattintva aktiválhatod szerkesztési módot. A marker új elhelyezéséhez húzza az új pozícióra, vagy újradefiniálhatod egy dupla kattintással a térképen.","Clicca sulla mappa per determinare la posizione del marcatore. Poi potrai impostare il tipo, colore, icona ed il nome. Per cambire un marcatore esistente, puoi avviare la modalità modifica cliccando sul marcatore. Per cambiarne la posizione puoi trascinarlo oppure ridefinirlo con un doppio click in mappa","Haga clic en el mapa para determinar una posición para el marcador. Luego puede establecer el tipo, color, icono y nombre del marcador. Para cambiar un marcador existente, puede iniciar el modo de edición haciendo clic en el marcador. Para definir una nueva posición para el marcador, puede arrastrarlo a la nueva posición o redefinirlo con un doble clic en el mapa.","Clique sur la carte pour sélectionner une position pour le marqueur. Tu peux définir le type, la couleur, l'icone et le nom du marqueur. Pour modifier un marqueur existant, tu peux démarrer le mode édition en cliquant sur le marqueur. Pour définir la nouvelle position d'un marqueur, tu peux soit déplacer le marqueur sur la nouvelle position avec ta souris ou le redéfinir avec un double clic sur la carte.",雙擊地圖上的某個位置來創建和管理標記，如果要更改現有標記，可以通過單擊標記來開啟編輯模式。要定義標記的新位置，可以將其拖動到新位置，也可以雙擊地圖重新定義它。,Clique na área do mapa para definir a posição e utilize o menu de criação de marcação para gerencia-las.,マップの任意の位置をダブルクリックし、マーカー作成メニューでマーカーの作成及び管理をしてください,双击地图上的某个位置来创建和管理标记，如果要更改现有标记，可以通过单击标记来开启编辑模式。要定义标记的新位置，可以将其拖动到新位置，也可以双击地图重新定义它。,
STR_EXPANSION_MAP_MARKERLIST_TITLE,MARKER LIST,MARKER LIST,MARKER LIST,MARKER LISTE,СПИСОК МЕТОК,MARKER LIST,MARKER LIST,LISTA MARCATORI,LISTA DE MARCADORES,LISTE DES MARQUEURS,標記清單,MARKER LIST,MARKER LIST,标记清单,
STR_EXPANSION_MAP_MARKERLIST_PERSONAL_TITLE,PERSONAL MARKERS,PERSONAL MARKERS,PERSONAL MARKERS,EIGENE MARKER,ЛИЧНЫЕ МЕТКИ,PERSONAL MARKERS,PERSONAL MARKERS,MARCATORI PERSONALI,MARCADORES PERSONALES,MARQUEURS PERSONNELS,個人標記,PERSONAL MARKERS,PERSONAL MARKERS,个人标记,
STR_EXPANSION_MAP_MARKERLIST_PARTY_TITLE,PARTY MARKERS,PARTY MARKERS,PARTY MARKERS,GRUPPEN MARKER,ГРУППОВЫЕ МЕТКИ,PARTY MARKERS,PARTY MARKERS,MARCATORI DI GRUPPO,MARCADORES DE GRUPO,MARQUEURS DE PARTIE,隊伍標記,PARTY MARKERS,PARTY MARKERS,队伍标记,
STR_EXPANSION_MAP_MARKERLIST_MEMBER_TITLE,MEMBER MARKERS,MEMBER MARKERS,MEMBER MARKERS,MEMBER MARKER,МЕТКИ УЧАСТНИКОВ,MEMBER MARKERS,MEMBER MARKERS,MARCATORI DEI MEMBRI,MARCADORES DE JUGADOR,MARQUEURS MEMBRES,家族標誌,MEMBER MARKERS,MEMBER MARKERS,家族标志,
STR_EXPANSION_MAP_MARKERLIST_SERVER_TITLE,SERVER MARKERS,SERVER MARKERS,SERVER MARKERS,SERVER MARKER,СЕРВЕРНЫЕ МЕТКИ,SERVER MARKERS,SERVER MARKERS,MARCATORI DEL SERVER,MARCADORES DEL SERVIDOR,MARQUEURS DE SERVEUR,服務器標記,SERVER MARKERS,SERVER MARKERS,服务器标记,
STR_EXPANSION_MAP_MARKER_PLAYERMARKER_STREAMERMODE,(You),(You),(You),(Du),(Вы),(You),(You),(Tu),(You),(Vous),(你),(You),(You),(你),
STR_EXPANSION_MAP_MARKER_PLAYERMARKER,(You) %1,(You) %1,(You) %1,(Du) %1,(Вы) %1,(You) %1,(You) %1,(Tu %1,(You) %1,(Vous) %1,(你) %1,(You) %1,(You) %1,(你) %1,
STR_EXPANSION_ITEM_GPS_NAME,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS Expansion,GPS,GPS,
STR_EXPANSION_ITEM_GPS_DESC,A GPS is a device that is capable of receiving information from GNSS satellites and then to calculate the device's geographical position.,A GPS is a device that is capable of receiving information from GNSS satellites and then to calculate the device's geographical position.,"GPS je zařízení, které je schopné přijímat informace ze satelitů GNSS a poté vypočítat zeměpisnou polohu zařízení.","Ein GPS ist ein Gerät, das Informationen von GNSS-Satelliten empfangen und anschließend die geografische Position des Geräts berechnen kann.","GPS - это устройство, которое способно принимать информацию со спутников GNSS и затем рассчитывать географическое положение устройства.","GPS to urządzenie, które może odbierać informacje z satelitów GNSS, a następnie obliczać położenie geograficzne urządzenia.",A GPS is a device that is capable of receiving information from GNSS satellites and then to calculate the device's geographical position.,"Un GPS è un apparecchiatura che permett di ricevere informazioni in tempo reale da satelliti GNSS, e che quindi calcola la propria posizione geografica.",El GPS es un dispositivo que sirve para determina la posicion  del usuario con información GNSS  a traves de satelites,Un GPS est un appareil capable de recevoir des informations des satellites GNSS puis de calculer la position géographique de l'appareil.,GPS 是一種能夠從 GNSS 衛星接收信息，然後計算設備地理位置的設備。這就像你在伺服器中搜索CLT，你便可以直接定位到它，如此簡單。,Um GPS é um dispositivo capaz de receber informações dos satélites GNSS e calcular a posição geográfica do dispositivo.,GPS・マップ上の位置、及び座標を表示する精密機器です。,GPS 是一种能够从 GNSS 卫星接收信息，然后计算设备地理位置的设备。这就像你在服务器中搜索CLT，你便可以直接定位到它，如此简单。,
