LANGUAGE,ORIGINAL,ENGLISH,CZECH,GERMAN,RUSSIAN,POLISH,HUNGARIAN,ITALIAN,SPANISH,FRENCH,CHINESE,PORTUGUESE,JAPANESE,CHINESESIMP,
STR_EXPANSION_RADIATIONZONE_ENTER,You have entered a radiation zone!,You have entered a radiation zone!,Vstoupil/a jsi do radiační zóny!,Du hast ein verstrahltes Gebiet betreten!,Вы вошли в радиоцинную зону!,Wszedłeś w strefę promieniowania!,You have entered a radiation zone!,Sei entrato in un area radioattiva!,Has entrado de una zona radioactiva!,Tu es entré dans une zone irradiée !,你已經進入輻射區!,Você entrou na Zona de Radiação,You have entered a radiation zone!,你已经进入辐射区!,
STR_EXPANSION_RADIATIONZONE_LEFT,You have left a radiation zone!,You have left a radiation zone!,Opustil/a jsi radiační zónu!,Du hast das verstrahlte Gebiet verlassen!,Вы покинули радиоцинную зону!,Opuściłeś strefę promieniowania!,You have left a radiation zone!,Sei uscito vivo da un area radioattiva!,Has salido de una zona radioactiva!,Tu es sorti d'une zone irradiée !,你已經離開了輻射區!,Você saiu da Zona de Radiação,You have left a radiation zone!,你已经离开了辐射区!,
STR_EXPANSION_LOADING_MSG_SUBMITTEDBY,Submitted by,Submitted by,Submitted by,Eingereicht von,Представлено,Submitted by,Submitted by,Inviato da,Enviado por,Proposé par,提交者 by,Submitted by,Submitted by,作者,
STR_EXPANSION_DIRECT_CONNECT_DIALOG_TITLE,Direct Connection,Direct Connection,Přímé Připojení,Direkte Kommunikation,Прямое подключение,Połączenie Bezpośrednie,Közvetlen kapcsolódás,Direct Connection,Conexión directa,Connexion directe,直接連接,Conexão Direta,直接接続,直接连接,
STR_EXPANSION_DIRECT_CONNECT_ERROR,You need to enter a valid IP address and port for a direct connection to a server.,You need to enter a valid IP address and port for a direct connection to a server.,Specifikuj validní IP a port pro přímé připojení k serveru!,"Du musst eine valide IP-Adresse und Port eingeben, um direkt mit einem Server zu verbinden.",Вам нужно ввести существующий IP-адрес и порт для прямого подключения к серверу.,Musisz podać ważny adres IP oraz port aby bezpośrednio dołączyć do serwera,Valós ip címet és portot kell megadnod a szerverhez való kapcsolódásnál.,Devi inserire un indirizzo IP valido per una connessione diretta ad un server,Debe ingresar una dirección IP y un puerto válidos para una conexión directa a un servidor.,Tu dois rentrer une adresse IP valide et un port pourt une connexion directe à un serveur.,你需要輸入可用的IP地址以及端口號來連接服務器。,É necessário um IP e porta válidos para conexão direta com o servidor.,直接接続するには正しい IP アドレスとポート番号を入力する必要があります,你需要输入可用的IP地址以及端口号来连接服务器。,
STR_EXPANSION_LICK_BATTERY,Lick battery,Lick battery,Lick battery,Batterie lecken,Лизать батарею,Lick battery,Lick battery,Lecca batteria,Lamer Bateria,Lécher la batterie,舔電池,Lick battery,Lick battery,舔电池,
STR_EXPANSION_LICKED_BATTERY_TITLE,Delicious!,Delicious!,Delicious!,Lecker!,Восхитительно!,Delicious!,Delicious!,Delizioso!,Delicioso!,Délicieux !,美味的！,Delicious!,Delicious!,美味的！,
STR_EXPANSION_LICKED_BATTERY_TEXT,"Apart from a tingling sensation, the battery leaves a quite distinct sour taste in your mouth. That doesn't tell you anything about its exact charge though. Maybe you should look at the helpful bar on your screen? The wonders of modern technology!","Apart from a tingling sensation, the battery leaves a quite distinct sour taste in your mouth. That doesn't tell you anything about its exact charge though. Maybe you should look at the helpful bar on your screen? The wonders of modern technology!","Apart from a tingling sensation, the battery leaves a quite distinct sour taste in your mouth. That doesn't tell you anything about its exact charge though. Maybe you should look at the helpful bar on your screen? The wonders of modern technology!",Abgesehen von einem Kribbeln lässt die Batterie einen sauren Geschmack in deinem Mund zurück. Das sagt aber nichts über die verbleibende Ladung aus. Vieleicht solltest du auf den hilfreichen Balken auf deinem Bildschirm schauen? Wunder der Technik!,"Помимо ощущения покалывания, батарея оставляет во рту довольно отчетливый кисловатый привкус. Однако это ничего не говорит о его точном заряде. Может быть, вам стоит посмотреть на полезную полоску на экране? Чудеса современной технологии!","Apart from a tingling sensation, the battery leaves a quite distinct sour taste in your mouth. That doesn't tell you anything about its exact charge though. Maybe you should look at the helpful bar on your screen? The wonders of modern technology!","Apart from a tingling sensation, the battery leaves a quite distinct sour taste in your mouth. That doesn't tell you anything about its exact charge though. Maybe you should look at the helpful bar on your screen? The wonders of modern technology!","A parte un pizzichio, questa batteria lascia un sapore acido sulla tua lingua. Non ti dice nulla sulla carica effettiva, ma forse dovresti guardare alla utilissima barra sul tuo schermo? Eh...tecnologia moderna...","Aparte de una sensación de hormigueo, la batería deja un sabor amargo bastante distintivo en la boca. Sin embargo, eso no dice nada sobre estado de carga. Deberías revisar la barra indicadora en tu pantalla. Maravillas de la tecnología moderna!!","Outre une sensation de picotement, la batterie laisse un goût aigre assez distinct dans la bouche. Cela ne vous dit rien sur sa charge exacte cependant. Peut-être devriez-vous regarder la barre utile sur votre écran ? Les merveilles de la technologie moderne !",除了刺痛感之外，電池還會在您的口中留下非常明顯的酸味。 但是，這並沒有告訴您有關其確切費用的任何信息。 也許您應該查看屏幕上的幫助欄？ 現代科技的奇蹟！,"Apart from a tingling sensation, the battery leaves a quite distinct sour taste in your mouth. That doesn't tell you anything about its exact charge though. Maybe you should look at the helpful bar on your screen? The wonders of modern technology!","Apart from a tingling sensation, the battery leaves a quite distinct sour taste in your mouth. That doesn't tell you anything about its exact charge though. Maybe you should look at the helpful bar on your screen? The wonders of modern technology!",除了刺痛感之外，电池还会在您的口中留下非常明显的酸味。 但是，这并没有告诉您有关其确切费用的任何信息。 也许您应该查看屏幕上的帮助栏？ 现代科技的奇迹！,
STR_EXPANSION_LICKED_EMPTY_BATTERY_TEXT,The battery leaves a faint metallic aftertaste in your mouth. It doesn't appear to hold any charge though.,The battery leaves a faint metallic aftertaste in your mouth. It doesn't appear to hold any charge though.,The battery leaves a faint metallic aftertaste in your mouth. It doesn't appear to hold any charge though.,Die Batterie lässt einen leicht metallischen Nachgeschmack auf deiner Zunge zurück. Sie scheint aber nicht mehr geladen zu sein.,"Аккумулятор оставляет во рту слабое металлическое послевкусие. Заряд, похоже, не держит.",The battery leaves a faint metallic aftertaste in your mouth. It doesn't appear to hold any charge though.,The battery leaves a faint metallic aftertaste in your mouth. It doesn't appear to hold any charge though.,The battery leaves a faint metallic aftertaste in your mouth. It doesn't appear to hold any charge though.,"La batería deja un leve gusto metálico en la boca. Sin embargo, no parece tener ningún tipo de carga.",La batterie laisse un léger arrière-goût métallique dans la bouche. Il ne semble pas tenir de charge cependant.,電池在你的嘴裡留下微弱的金屬餘味。 不過，它似乎不收取任何費用。,The battery leaves a faint metallic aftertaste in your mouth. It doesn't appear to hold any charge though.,The battery leaves a faint metallic aftertaste in your mouth. It doesn't appear to hold any charge though.,电池在你的嘴里留下微弱的金属余味。 不过，它似乎不收取任何费用。,
STR_EXPANSION_LICK_VEHICLEBATTERY,Lick battery (DON'T),Lick battery (DON'T),Lick battery (DON'T),Batterie lecken (TU'S NICHT),Лизать батарею (НЕЛЬЗЯ),Lick battery (DON'T),Lick battery (DON'T),Lecca batteria (NON FARLO!),Lamer bateria (NO LO HAGAS),Lécher la batterie (SURTOUT PAS),舔電池（不要）,Lick battery (DON'T),Lick battery (DON'T),舔电池（不要）,
STR_EXPANSION_LICK_VEHICLEBATTERY_NEEDWIRE,Lick battery (can't),Lick battery (can't),Lick battery (can't),Batterie lecken (etwas fehlt),Лизать батарею (не могу),Lick battery (can't),Lick battery (can't),Lecca Batteria (NON PUOI!),Lamer bateria (No puedes),Lécher la batterie (Impossible),舔電池（不能）,Lick battery (can't),Lick battery (can't),舔电池（不能）,
STR_EXPANSION_LICKED_VEHICLEBATTERY_TITLE,You asked for this.,You asked for this.,You asked for this.,Du hast es ja so gewollt.,Вы просили об этом.,You asked for this.,You asked for this.,L'hai voluto tu,Tu lo pediste.,Vous l'avez cherché.,你問這個。,You asked for this.,You asked for this.,你问这个。,
STR_EXPANSION_LICKED_VEHICLEBATTERY_TEXT,"You would probably also lick lamp posts when it's freezing, hm?","You would probably also lick lamp posts when it's freezing, hm?","You would probably also lick lamp posts when it's freezing, hm?","Du würdest wohl auch bei Frost an Laternenmasten lecken, hm?","Вы бы, наверное, также лизали фонарные столбы в мороз, да?","You would probably also lick lamp posts when it's freezing, hm?","You would probably also lick lamp posts when it's freezing, hm?",Leccheresti anche un lampione quando la temperatura è sotto zero vero?,"Tu probablemente lamerías un poste congelado cuando hace mucho frío, ¿eh?","Vous lécheriez probablement aussi les lampadaires quand il gèle, hein ?",天冷的時候你可能還會舔燈柱，嗯？,"You would probably also lick lamp posts when it's freezing, hm?","You would probably also lick lamp posts when it's freezing, hm?",天冷的时候你可能还会舔灯柱，嗯？,
STR_EXPANSION_LICK_VEHICLEBATTERY_NEEDWIRE_TITLE,Too bad!,Too bad!,Too bad!,Schade!,Очень жаль!,Too bad!,Too bad!,Che peccato!,Muy mal!,Dommage !,太糟糕了！,Too bad!,Too bad!,太糟糕了！,
STR_EXPANSION_LICK_VEHICLEBATTERY_NEEDWIRE_TEXT,Your tongue appears to be not long enough to bridge the terminals. If only you could attach something to make it possible? This is probably a bad idea...,Your tongue appears to be not long enough to bridge the terminals. If only you could attach something to make it possible? This is probably a bad idea...,Your tongue appears to be not long enough to bridge the terminals. If only you could attach something to make it possible? This is probably a bad idea...,"Deine Zunge ist wohl nicht lang genug, um die Kontakte zu überbrücken. Wenn sich nur etwas anbringen liesse, um es zu ermöglichen? Das ist wahrscheinlich eine schlechte Idee...","Ваш язык кажется недостаточно длинным, чтобы соединить клеммы. Если бы вы могли прикрепить что-нибудь, чтобы это стало возможным? Возможно, это плохая идея...",Your tongue appears to be not long enough to bridge the terminals. If only you could attach something to make it possible? This is probably a bad idea...,Your tongue appears to be not long enough to bridge the terminals. If only you could attach something to make it possible? This is probably a bad idea...,La tua lingua non sembra abbastanza lunga per toccare entrambi i poli! Se tu solo avessi qualcosa come prolunga...Ok effettivamente non è una buona idea,Tu lengua no es lo suficientemente larga para unir las terminales. ¿Si tan solo pudieras adjuntar algo para hacerlo posible? Probablemente sea una mala idea ...,Votre langue semble ne pas être assez longue pour relier les bornes. Si seulement vous pouviez attacher quelque chose pour le rendre possible ? C'est probablement une mauvaise idée...,你的舌頭似乎不夠長，無法橋接終端。 如果你能附上一些東西讓它成為可能？ 這可能是個壞主意……,Your tongue appears to be not long enough to bridge the terminals. If only you could attach something to make it possible? This is probably a bad idea...,Your tongue appears to be not long enough to bridge the terminals. If only you could attach something to make it possible? This is probably a bad idea...,你的舌头似乎不够长，无法桥接终端。 如果你能附上一些东西让它成为可能？ 这可能是个坏主意……,
STR_EXPANSION_MOBILE_GENERATOR,Mobile Generator,Mobile Generator,Mobilní Generátor,Mobiler Generator,Портативный генератор,Przenośny Generator,Hordozható generátor,Generatore portatile,Generador portátil,Groupe électrogène,移動發電機,Gerador Móvel,発電機,移动发电机,
STR_EXPANSION_MOBILE_GENERATOR_DESC,"An engine-generator or portable generator is the combination of an electrical generator and an engine mounted together to form a single piece of equipment. This combination is also called an engine-generator set or a gen-set. In many contexts, the engine is taken for granted and the combined unit is simply called a generator.","An engine-generator or portable generator is the combination of an electrical generator and an engine mounted together to form a single piece of equipment. This combination is also called an engine-generator set or a gen-set. In many contexts, the engine is taken for granted and the combined unit is simply called a generator.","Motor-generátor nebo přenosný generátor je kombinace elektrického generátoru a motoru namontovaného dohromady tak, aby tvořily jeden kus zařízení. Tato kombinace se také nazývá souprava motor-generátor nebo sada genů. V mnoha kontextech je motor považován za samozřejmost a kombinovaná jednotka se jednoduše nazývá generátor.","Ein Motorgenerator oder tragbarer Generator ist eine Kombination aus einem elektrischen Generator und einem Motor zusammen, welche ein Gerät formen. Diese Kombination nennt man auch einen Motorgenerator. In vielen Zusammenhängen ist der Motor auch gegeben und die Kombination wird einfach Generator genannt.","Портативный генератор - комбинация электрогенератора и двигателя. Так же называется мотор-генераторной установкой. Во многих случаях, двигателя воспринимается как само разумеющееся устройство, а комбинированная установка просто называется генератором.","Generator przenośny jest kombinacją generatora elektrycznego oraz silnika, złożone razem w jeden wynalazek. W wielu przypadkach i kontekstach, silnik jest usunięty z nazwy i cały sprzęt jest nazwany po prostu generatorem.","A motorgenerátor vagy a hordozható generátor egy elektromos generátor és egy motor kombinációja, amely egymáshoz van felszerelve, hogy egyetlen berendezést képezzen. Ezt a kombinációt motor-generátor készletnek vagy gen-készletnek is nevezik. Sok esetben a motort biztosnak tekintik, és a kombinált egységet egyszerűen generátornak nevezik.","Un generatore portatile, o generatore a scoppio, è una combinazione di un generatore elettrico ed un motore assemblati in un unico corpo macchina. Viene anche chiamato Generatore a scoppio o Gruppo Elettrogeno. Spesso il motore è dato per scontato, e l'unità combinata viene semplicemente chiamata ""generatore"".","Un generador de motor o generador portátil es la combinación de un generador eléctrico y un motor montados juntos para formar una sola pieza de equipo. Esta combinación también se denomina grupo generador de motores o grupo electrógeno. En muchos contextos, el motor se da por sentado y la unidad combinada simplemente se llama generador.",Un groupe électrogène est un dispositif autonome capable de produire de l'électricité. La plupart des groupes sont constitués d'un moteur thermique qui actionne un alternateur.,引擎-發電機是發電機和發動機的組合機體。這樣的單元設備也被稱之為生成器。,"Um gerador de motor ou gerador portátil é a combinação de um gerador elétrico e um motor montado em conjunto para formar uma única peça de equipamento. Essa combinação também é chamada de grupo gerador de mecanismo ou grupo gerador. Em muitos contextos, o mecanismo é um dado adquirido e a unidade combinada é simplesmente chamada de gerador.",本来はエンジン式発電機と言い、エンジンと発電ユニットを合体させた発電機。,引擎-发电机是发电机和发动机的组合机体。这样的单元设备也被称之为生成器。,
STR_EXPANSION_FLAG_POLE_DESC,Flag Pole,Flag Pole,Vlajkový stožár,Fahnenstange,Флагшток,Maszt Flagowy,Zászlórúd,Asta per Bandiera,Asta de bandera,Mât,旗桿,Mastro da Bandeira,旗立て,旗杆,
STR_EXPANSION_FLAG_POLE_AUS,Flag Pole - Australia,Flag Pole - Australia,Vlajkový stožár - Austrálie,Fahnenstange - Australien,Флагшток - Австралия,Maszt Flagowy - Australia,Zászlórúd - Ausztrália,Asta per Bandiera - Australia,Asta de bandera - Australia,Mât - Australie,旗桿-澳大利亞,Mastro da Bandeira - Austrália,旗立て- オーストラリア,旗杆-澳大利亚,
STR_EXPANSION_FLAG_POLE_CANADA,Flag Pole - Canada,Flag Pole - Canada,Vlajkový stožár - Kanada,Fahnenstange - Kanada,Флагшток - Канада,Maszt Flagowy - Kanada,Zászlórúd - Kanada,Asta per Bandiera - Canada,Asta de bandera - Canada,Mât - Canada,旗桿-加拿大,Mastro da Bandeira - Canadá,旗立て - カナダ,旗杆-加拿大,
STR_EXPANSION_FLAG_POLE_FRANCE,Flag Pole - France,Flag Pole - France,Vlajkový stožár - Francie,Fahnenstange - Frankreich,Флагшток - Франция,Maszt Flagowy - Francja,Zászlórúd - Franciaország,Asta per Bandiera - Francia,Asta de bandera - Francia,Mât - France,旗桿-法國,Mastro da Bandeira - França,旗立て - フランス,旗杆-法国,
STR_EXPANSION_FLAG_POLE_GERMANY,Flag Pole - Germany,Flag Pole - Germany,Vlajkový stožár - Německo,Fahnenstange - Deutschland,Флагшток - Германия,Maszt Flagowy - Niemcy,Zászlórúd - Németország,Asta per Bandiera - Germania,Asta de bandera - Alemania,Mât - Allemagne,旗桿-德國,Mastro da Bandeira - Alemanha,旗立て - ドイツ,旗杆-德国,
STR_EXPANSION_FLAG_POLE_LATVIA,Flag Pole - Latvia,Flag Pole - Latvia,Vlajkový stožár - Litva,Fahnenstange - Lettland,Флагшток - Латвия,Maszt Flagowy - Łotwa,Zászlórúd - Lettország,Asta per Bandiera - Lettonia,Asta de bandera - Latvia,Mât - Lettonie,旗桿-立陶宛,Mastro da Bandeira - Latvia,旗立て - ラトビア,旗杆-立陶宛,
STR_EXPANSION_FLAG_POLE_LUXEMBOURG,Flag Pole - Luxembourg,Flag Pole - Luxembourg,Vlajkový stožár - Lucembursko,Fahnenstange - Luxemburg,Флагшток - Люксембург,Maszt Flagowy - Luksemburg,Zászlórúd - Luxembourg,Asta per Bandiera - Lussemburgo,Asta de bandera - Luxemburgo,Mât - Luxembourd,旗桿-盧森堡,Mastro da Bandeira - Luxemburgo,旗立て - ルクセンブルグ,旗杆-卢森堡,
STR_EXPANSION_FLAG_POLE_MEXICO,Flag Pole - Mexico,Flag Pole - Mexico,Vlajkový stožár - Mexiko,Fahnenstange - Mexiko,Флагшток - Мексика,Maszt Flagowy - Meksyk,Zászlórúd - Mexikó,Asta per Bandiera - Messico,Asta de bandera - Mexico,Mât - Mexique,旗桿-墨西哥,Mastro da Bandeira - México,旗立て - メキシコ,旗杆-墨西哥,
STR_EXPANSION_FLAG_POLE_NETHERLANDS,Flag Pole - Netherlands,Flag Pole - Netherlands,Vlajkový stožár - Nizozemsko,Fahnenstange - Niederlande,Флагшток - Нидерланды,Maszt Flagowy - Holandia,Zászlórúd - Hollandia,Asta per Bandiera - Olanda,Asta de bandera - Paises Bajos,Mât - Pays-Bas,旗桿-荷蘭,Mastro da Bandeira - Holanda,旗立て - オランダ,旗杆-荷兰,
STR_EXPANSION_FLAG_POLE_NZ,Flag Pole - New Zealand,Flag Pole - New Zealand,Vlajkový stožár - Nový Zéland,Fahnenstange - Neuseeland,Флагшток - Новая Зеландия,Maszt Flagowy - Nowa Zelandia,Zászlórúd - Új Zéland,Asta per Bandiera - Nuova Zelanda,Asta de bandera - Nueva Zelanda,Mât - Nouvelle-Zélande,旗桿-新西蘭,Mastro da Bandeira - Nova Zelândia,旗立て - ニュージーランド,旗杆-新西兰,
STR_EXPANSION_FLAG_POLE_NORWAY,Flag Pole - Norway,Flag Pole - Norway,Vlajkový stožár - Norsko,Fahnenstange - Norwegen,Флагшток - Норвегия,Maszt Flagowy - Norwegia,Zászlórúd - Norvégia,Asta per Bandiera - Norvegia,Asta de bandera - Noruega,Mât - Norvège,旗桿-挪威,Mastro da Bandeira - Noruega,旗立て - ノルウェイ,旗杆-挪威,
STR_EXPANSION_FLAG_POLE_POLAND,Flag Pole - Poland,Flag Pole - Poland,Vlajkový stožár - Polsko,Fahnenstange - Polen,Флагшток - Польша,Maszt Flagowy - Polska,Zászlórúd - Lengyelország,Asta per Bandiera - Polonia,Asta de bandera - Polonia,Mât - Pologne,旗桿-波蘭,Mastro da Bandeira - Polônia,旗立て - ポーランド,旗杆-波兰,
STR_EXPANSION_FLAG_POLE_RUSSIA,Flag Pole - Russia,Flag Pole - Russia,Vlajkový stožár - Rusko,Fahnenstange - Russland,Флагшток - Россия,Maszt Flagowy - Rosja,Zászlórúd - Oroszország,Asta per Bandiera - Russia,Asta de bandera - Rusia,Mât - Russie,旗桿-俄羅斯,Mastro da Bandeira - Rússia,旗立て - ロシア,旗杆-俄罗斯,
STR_EXPANSION_FLAG_POLE_UK,Flag Pole - UK,Flag Pole - UK,Vlajkový stožár - UK,Fahnenstange - England,Флагшток - Великобритания,Maszt Flagowy - Wielka Brytania,Zászlórúd - UK,Asta per Bandiera - Regno Unito,Asta de bandera - Reino Unido,Mât - Royaume-Uni,旗桿-英國,Mastro da Bandeira - UK,旗立て - 英国,旗杆-英国,
STR_EXPANSION_FLAG_POLE_USA,Flag Pole - USA,Flag Pole - USA,Vlajkový stožár - USA,Fahnenstange - USA,Флагшток - США,Maszt Flagowy - Stany Zjednoczone,Zászlórúd - USA,Asta per Bandiera - Stati Uniti,Asta de bandera - EEUU,Mât - Etats-Unis,旗桿-美國,Mastro da Bandeira - USA,旗立て- アメリカ,旗杆-美国,
STR_EXPANSION_FLAG_POLE_EXPANSION,Flag Pole - Expansion,Flag Pole - Expansion,Vlajkový stožár - Expansion,Fahnenstange - Erweiterung,Флагшток - Expansion,Maszt Flagowy - Expansion,Zászlórúd - Expansion,Asta per Bandiera - Expansion,Asta de bandera - Expansion,Mât - Expansion,旗桿-Expansion,Mastro da Bandeira - Expansion,旗立て - Epansion,旗杆-Expansion,
STR_EXPANSION_FLAG_POLE_BASE,Flag Pole Base,Flag Pole Base,Vlajkový stožár,Fahnenstangen Basis,Флагшток (основание),Podstawa Masztu Flagowego,Zászlórúd alap,Base di Asta per Bandiera,Asta de bandera Base,Base de Mât,旗桿-基礎,Base do Mastro da Bandeira,旗立ての土台,旗杆-基础,
STR_EXPANSION_MIL_GREEN_GOGGLES,Military Green Goggles,Military Green Goggles,Zelené vojenské brýle,Militärbrille (Grün),Зелёные армейские очки,Zielone Wojskowe Gogle,Military Green Goggles,Occhiali Verdi Militari,Gafas Militares Verdes,Lunettes militaires vertes,軍用綠色護目鏡,Óculos Militar Verde,軍用ゴーグル・緑,军用绿色护目镜,
STR_EXPANSION_MIL_GOGGLES_DESC,Expansion Gear,Expansion Gear,Expansion výbava,Expansion Ausrüstung,Очки Expansion,Wyposażenie Expansion,Expansion Gear,Equipaggiamento di Expansion,Equipamento de Expansion,Équipement d'Expansion,Expansion 齒輪,Expansion Equipamento,Expansion 備品,Expansion 齿轮,
STR_EXPANSION_MIL_BLACK_GOGGLES,Military Black Goggles,Military Black Goggles,Černé vojenské brýle,Militärbrille (Schwarz),Чёрные армейские очки,Czarne Wojskowe Gogle,Military Black Goggles,Occhiali Neri Militari,Gafas Militares Negras,Lunettes militaires noires,軍用黑市護目鏡,Óculos Militar Preto,軍用ゴーグル・黒,军用黑市护目镜,
STR_EXPANSION_MIL_TAN_GOGGLES,Military Tan Goggles,Military Tan Goggles,Tan vojenské brýle,Militärbrille (Braun),Пустынные армейские очки,Jasnobrązowe Wojskowe Buty,Military Tan Goggles,Occhiali marroncini Militari,Gafas Militares Bronceadas,Lunettes militaires beiges,軍用褐色護目鏡,Óculos Militar Tan,軍用ゴーグル・デザート色,军用褐色护目镜,
STR_EXPANSION_ITEM_BOLTCUTTERS,Bolt Cutters,Bolt Cutters,Bolt Cutters,Bolzenschneider,Болторезы,Bolt Cutters,Bolt Cutters,Cesoie,Bolt Cutters,Coupe-boulons,斷線鉗,Bolt Cutters,Bolt Cutters,断线钳,
STR_EXPANSION_ITEM_BOLTCUTTERS_DESC,A useful tool used for cutting wire.,A useful tool used for cutting wire.,A useful tool used for cutting wire.,Ein nützliches Werkzeug zum Zerteilen von Metalldraht.,"Полезный инструмент, используемый для резки проволоки.",A useful tool used for cutting wire.,A useful tool used for cutting wire.,Ottimo per tagliare filo di ferro,A useful tool used for cutting wire.,Un outil utile utilisé pour couper le fil.,用於切割電線的有用工具。,A useful tool used for cutting wire.,A useful tool used for cutting wire.,用于切割电线的有用工具。,
STR_EXPANSION_ITEM_PROPANETORCH,Propane Torch,Propane Torch,Propane Torch,Propangasbrenner,Пропановая горелка,Propane Torch,Propane Torch,Torcia a propano,Propane Torch,Torche au propane,丙烷火炬,Propane Torch,Propane Torch,丙烷火炬,
STR_EXPANSION_ITEM_PROPANETORCH_DESC,A small handheld welding torch. Cuts through metal like a knife through butter.,A small handheld welding torch. Cuts through metal like a knife through butter.,A small handheld welding torch. Cuts through metal like a knife through butter.,Ein handlicher Schneidbrenner. Gleitet durch Metall wie ein Messer durch Butter.,Небольшая ручная сварочная горелка. Режет металл как нож масло.,A small handheld welding torch. Cuts through metal like a knife through butter.,A small handheld welding torch. Cuts through metal like a knife through butter.,Un piccolo cannello. Taglia il metallo come burro,A small handheld welding torch. Cuts through metal like a knife through butter.,Une petite torche de soudage portative. Coupe le métal comme un couteau dans le beurre.,一個小型手持焊槍。 像刀切黃油一樣切穿金屬。,A small handheld welding torch. Cuts through metal like a knife through butter.,A small handheld welding torch. Cuts through metal like a knife through butter.,一个小型手持焊枪。 像刀切黄油一样切穿金属。,
STR_EXPANSION_ITEM_TOOLBOX,Large Toolbox,Large Toolbox,Large Toolbox,Grosser Werkzeugkasten,Большой ящик для инструментов,Large Toolbox,Large Toolbox,Cassetta degli attrezzi grande,Large Toolbox,Grande boîte à outils,大型工具箱,Large Toolbox,Large Toolbox,大型工具箱,
STR_EXPANSION_ITEM_TOOLBOX_DESC,Provides ample space to store tools.,Provides ample space to store tools.,Provides ample space to store tools.,Verfügt über genug Platz zum Verstauen von Werkzeugen.,Обеспечивает достаточно места для хранения инструментов.,Provides ample space to store tools.,Provides ample space to store tools.,Offre molto spazio per tenere gli attrezzi,Provides ample space to store tools.,Fournit amplement d'espace pour stocker les outils.,提供充足的空間來存放工具。,Provides ample space to store tools.,Provides ample space to store tools.,提供充足的空间来存放工具。,
STR_EXPANSION_MILK_BOTTLE,Milk Bottle,Milk Bottle,Lahev s mlékem,Milchflasche,Бутылка молока,Butelka Mleka,Milk Bottle,Bottiglia di Latte,Botella de Leche,Bouteille de lait,奶瓶,Garrafa de Leite,ミルク容器,奶瓶,
STR_EXPANSION_MILK_BOTTLE_DESC,"Milk is a nutrient-rich, white liquid food produced by the mammary glands of mammals. It is the primary source of nutrition for infant mammals before they are able to digest other types of food.","Milk is a nutrient-rich, white liquid food produced by the mammary glands of mammals. It is the primary source of nutrition for infant mammals before they are able to digest other types of food.","Mléko je bílá tekutá potravina bohatá na živiny produkovaná savčími žlázami savců. Je primárním zdrojem výživy kojeneckých savců dříve, než budou schopny trávit jiné druhy potravin.","Milch ist eine nährstoffreiche, weiße Flüssigkeit, welche von Kühen produziert wird. Es ist die primäre Nahrungsquelle von Säuglingen, solange sie nichts anderes zu sich nehmen können.","Молоко - богатая питательными веществами белая жидкость, производимая молочными железами млекопитающих. Является основным источником питания для них до того, как они окрепнут и смогут переваривать другие виды пищи.","Mleko jest bogatym w składniki odżywcze, białym płynem produkowanym poprzez gruczoły sutkowe ssaków. Jest podstawowym źródłem pożywienia dla małych ssaków, zanim będą w stanie strawić inne rodzaje pokarmu.","Milk is a nutrient-rich, white liquid food produced by the mammary glands of mammals. It is the primary source of nutrition for infant mammals before they are able to digest other types of food.",Il Latte è un liquido bianco ricco di nutrienti prodotto dalle ghiandole mammarie dei Mammiferi. E' la prima fonte di sostentamento per i mammiferi neonati prima che siano in grado di digerire altri tipi di cibo,"La leche es un liquido rico en nutrientes producido por las glandulas mammarias de los mamiferos, la fuente primaria de nutrientes antes de poder digerir otros alimentos.","Le lait est un liquide biologique comestible généralement de couleur blanchâtre produit par les glandes mammaires des mammifères femelles. Aliment complet équilibré, il est la seule source de nutriments pour les jeunes mammifères au tout début de leur vie avant qu'ils puissent digérer d'autres types d'aliments.",牛奶是一種營養豐富的液體食物，由哺乳動物的乳腺產生。它是嬰兒哺乳動物在消化其他食物之前的主要營養來源。一個友情的CLT提示：喝之前先聞一聞，變質的牛奶會有明顯的作惡味，千萬別喝，特別是在你沒有充足的藥物和醫療環境的情況下。,"O leite é um alimento líquido branco, rico em nutrientes, produzido pelas glândulas mamárias dos mamíferos. É a principal fonte de nutrição para os mamíferos infantis antes que eles sejam capazes de digerir outros tipos de alimentos.",ミルクは哺乳類から採取できる白い液体です。子供の哺乳類の消化器官がまだ発達されていない時期の重要な栄養源です。,牛奶是一种营养丰富的液体食物，由哺乳动物的乳腺产生。它是婴儿哺乳动物在消化其他食物之前的主要营养来源。一个友情的CLT提示：喝之前先闻一闻，变质的牛奶会有明显的作恶味，千万别喝，特别是在你没有充足的药物和医疗环境的情况下。,
STR_EXPANSION_BAGUETTE,Baguette,Baguette,Bageta,Baguette,Багет,Bagietka,Baguette,Baguette,Baguette,Baguette,法棒,Baguette,バゲット,法棒,
